tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count,user_location
1462208820038488066,"#30DayMapChallenge Day 20 - Movement
Migration flows between brazilian northern states and the rest of the country, between 2005 and 2010
Data from WorldPop
#QGIS https://t.co/10Jt8HaRe7",180939408,2021-11-20 23:58:43+00:00,en,2,0,11,0,Twitter Web App,3_1462208275357876225,https://pbs.twimg.com/media/FErOrehXwAEAPNh.jpg,photo, ,torts,tgsousa_,False,1010,1150, 
1462207796515069956,"Heatmap of running workouts in two past months. Data: Exported GPX files from Polar Flow. Day 20, Movement. How to change view from 3D to 2D as I believe it's because of z-values (elevation)? #30DayMapChallenge https://t.co/RqRitCYfR1",1096581954844147713,2021-11-20 23:54:39+00:00,en,1,0,3,0,Twitter Web App,3_1462207656626642945,https://pbs.twimg.com/media/FErOHdkWYAEktL7.jpg,photo, ,Renārs,laysking3,False,12,51,"Riga, Latvia"
1462207488279916545,"Day 21-Elevation..
A (TIN) map showing elevation values of north foothill of Mt. Rainer, WA. Obtained by using a high res. Orthoimagery photo and a DEM. 
#30DayMapChallenge
- Looking forward into participating in the upcoming days 👀
@am_fallatah https://t.co/V8PEzIgkz4",1897092998,2021-11-20 23:53:26+00:00,en,1,0,6,0,Twitter for Android,3_1462207479962554372,https://pbs.twimg.com/media/FErN9LcWUAQiXVX.jpg,photo, ,عبدالوهاب,afadel90,False,109,212,Jeddah.KSA
1462207143726272520,"🏙️Where Are The World’s Highest Cities? 🌆
(Top 50 cities by elevation) 
Map created using @ArcGISOnline #WebAppBuilder incl interactive chart + popups
#30DayMapChallenge Day 21: Elevation
Data: @EU_Commission urban centres database
@GIS4Schools 
Map: https://t.co/T3MN8RaA7F https://t.co/Tu3tGFb4Wb",2787878432,2021-11-20 23:52:04+00:00,en,5,0,5,1,Twitter Web App,7_1462206717119414281,https://pbs.twimg.com/ext_tw_video_thumb/1462206717119414281/pu/img/jZ6hNnFgY18eCULV.jpg,video, ,BC,mildthing99,False,2575,2318,"England, United Kingdom"
1462207065384960001,"Day 20 in #30DayMapChallenge, Movement: putting the pieces together of our custom made #BlomFORESTVIEW #puzzle over… can you guess which city? 
@MapsNorway @tjukanov @BlomNorway https://t.co/zPPQvmdP4L",741266268,2021-11-20 23:51:45+00:00,en,1,1,9,0,Twitter Web App,7_1462206197868683267,https://pbs.twimg.com/ext_tw_video_thumb/1462206197868683267/pu/img/sKIPCM2gelkktWe7.jpg,video, ,Floris Groesz,SirJanosFroglez,False,73,173, 
1462206969415143426,"Day 20: Movement: the red points have been moved to the blue points, as an attempt at privacy via reversible encryption of the full-resolution coordinates, while keeping the location with n digits of accuracy. #30DayMapChallenge https://t.co/l573xT8jlm",275677658,2021-11-20 23:51:22+00:00,en,1,0,4,0,Twitter Web App,3_1462206958983950341,https://pbs.twimg.com/media/FErNe2pXsAUCO4c.png,photo, ,Keith Jenkins,kgjenkins,False,1324,201,Ithaca
1462206545802977281,"day 20: movement 
My daily Movement..... 

#30DayMapChallenge https://t.co/e5KpHFmZ2x",1454894840,2021-11-20 23:49:41+00:00,en,2,0,4,0,Twitter Web App,3_1462206276771930115,https://pbs.twimg.com/media/FErM3JNWYAM1JIw.jpg,photo, ,Noura | نـوره,nourabw95,False,214,145,مكة المكرمة
1462201349261697033,"2021 (día 20): Movement
Ciudad de Puerto Maldonado. Perú (1985 - 2021). La secuencia de imágenes Landsat retratan la expansión urbana de la capital de Madre de Dios. Información: Landsat TM-ETM-OLI.

#30DayMapChallenge #Peru #PuertoMaldonado #streamlit #qGIS #Affinity https://t.co/G2v8JCQKx6",64875424,2021-11-20 23:29:02+00:00,es,1,1,9,0,Twitter for Mac,3_1462201320723685382,https://pbs.twimg.com/media/FErIWqfXoAYHhoh.jpg,photo, ,jose barreda,barredajose,False,152,92,Perú
1462200456214728720,"#30DayMapChallenge 
Day 20 - mapping movement

Danube delta being slowly consumed by agriculture https://t.co/qEfMc29pkt",1453765598341705729,2021-11-20 23:25:29+00:00,en,1,0,4,0,Twitter Web App,16_1462199808140185600,https://pbs.twimg.com/tweet_video_thumb/FErG-nrXEAA7VCs.jpg,animated_gif, ,Alexandru Frantiuc,CompleteMaps,False,37,31, 
1462197692680085513,"#30DayMapChallenge - 20 - Arteries of the #Anthropocene, shipping movements of NW Europe 2015 - 2020 Data source: IMF’s World Seaborne Trade monitoring system &gt; #QGIS &gt; #GIMP/#GMIC https://t.co/qiaEHmUPxa",2224550306,2021-11-20 23:14:30+00:00,en,1,0,9,0,Twitter Web App,3_1462197624707104775,https://pbs.twimg.com/media/FErE_hwWQAc-FsT.jpg,photo, ,MonkeyOnTheMountainⓋ,Monk_Po,False,412,610,Rainbow Unicorn Mountain-SWUK
