tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count,user_location
1457133351391858692,"#30DayMapChallenge 
Day 6 (Red) - Seaports in Africa.
#gischat https://t.co/dTH9Gxheg9",4322029101,2021-11-06 23:50:37+00:00,en,3,1,22,0,Twitter for iPhone,3_1457133344425185287,https://pbs.twimg.com/media/FDjHDnjXEAcXQpI.jpg,photo, ,Ekanem Bassey,EkanemBassey10,False,113,202, 
1457132825954586626,"Day 6 of the #30DayMapChallenge - Red
Trying to think of something Red to map for this theme, I thought of the red soil of Prince Edward Island. https://t.co/foWPC8YSUe",223258375,2021-11-06 23:48:32+00:00,en,1,0,7,1,Twitter Web App,3_1457129999153070085,https://pbs.twimg.com/media/FDjEA5cVgAUB8K_.jpg,photo, ,Jeff Deurloo,jdeurloo10,False,413,4566,"Lethbridge, Alberta"
1457132182334550017,"#30DayMapChallenge

Isolíneas a casa 100 metros desde Plaza del Ángel, Chihuahua.

Fuente: INEGI / IMPLAN

Día 6 : Rojo https://t.co/RqHlSOcgqB",777650691187716096,2021-11-06 23:45:59+00:00,es,1,0,1,0,Twitter Web App,3_1457132033742974985,https://pbs.twimg.com/media/FDjF3U4XsAkxWYh.jpg,photo, ,Victor Hugo,VictoReckoningM,False,75,1210,"Chihuahua, México"
1457131221767671814,"Day5 - osmdata challenge #30DayMapChallenge 
Berlin WATER - for this map I decided to used {leaflet} package and add some information about water in Berlin with {osmdata} package. @R4DScommunity #RStats #maps #infographic #dataviz https://t.co/rZsLok9dkM",285509027,2021-11-06 23:42:10+00:00,en,1,1,7,0,Twitter Web App,3_1457131110614372365,https://pbs.twimg.com/media/FDjFBl9XEA0VoPY.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2257,4415,World
1457129258673913858,"If you think a red line is missing, take it up with the Bureau of Transportation Statistics. #30DayMapChallenge https://t.co/4ki1inW7Tz",14913762,2021-11-06 23:34:22+00:00,en,2,5,61,0,Twitter Web App,3_1457129240713994250,https://pbs.twimg.com/media/FDjDUwCXoAoa2vP.jpg,photo, ,vicky johnson-dahl,hurricanevicky,False,1183,833,"Washington, DC"
1457128714890883076,"#30DayMapChallenge 2021 day 7: Green

UFO Sightings in Danmark #QGIS https://t.co/57IIgNzghi",7159622,2021-11-06 23:32:12+00:00,en,7,5,70,1,Twitter Web App,3_1457128526583304192,https://pbs.twimg.com/media/FDjCrLsWEAAU4cA.jpg,photo, ,Kurt Menke,geomenke,False,6072,2154,"Helsinge, Denmark"
1457128698176548865,"2021 (día 6): Red
Ciudad de Huancayo (Perú)
El plano muestra las denuncias de violencia familiar (violencia física), sobre el trazo urbano de OSM. Fuente de datos: Observatorio del Ministerio del Interior

#30DayMapChallenge #Peru #Huancayo #OSM #qGIS #Affinity #mininter https://t.co/P4UxQI1dKw",64875424,2021-11-06 23:32:08+00:00,es,1,0,4,0,Twitter for Mac,3_1457128668724146183,https://pbs.twimg.com/media/FDjCzdNXMAc0bAG.jpg,photo, ,jose barreda,barredajose,False,152,92,Perú
1457126397818908672,"#30DayMapChallenge 

El estado de Hidalgo, México.

#Day6 #Red https://t.co/DOpvnrfr0N",790584781771722753,2021-11-06 23:22:59+00:00,es,1,0,21,0,Twitter Web App,3_1457125953566556170,https://pbs.twimg.com/media/FDjAVadWQAoU0Zw.jpg,photo, ,Roberto Aguilar Celis,geogracelis,False,334,430,Ciudad de México
1457125978082250754,"Day 04: Hexagons
#30DayMapChallenge https://t.co/3T0DHvsN3u",836168691532300288,2021-11-06 23:21:19+00:00,en,1,1,8,0,Twitter Web App,3_1457125894678581255,https://pbs.twimg.com/media/FDjAR_FXEAcBmA1.jpg,photo, ,⛰ G.let'sCher ⛰,a_q_u_i_l_a,False,142,318,The Edge
1457123260865286148,"#30DayMapChallenge 2021 Day 6: Red
Haven't had time to participate til today but couldn't pass this one up! WIP of the the meandering #RedRiver between #Texas and #Oklahoma. #lidar #geomorphology https://t.co/ShsTCkr7zq",869709367737634816,2021-11-06 23:10:32+00:00,en,100,14,740,13,Twitter Web App,3_1457122041140690946,https://pbs.twimg.com/media/FDi8xriVQAIsIv5.jpg,photo, ,Daniel Coe,geo_coe,False,3423,196,"Olympia, WA"
1457122512815501321,"#30DayMapChallenge - Day 6: Red

Accidents across Inverness

Every dot on this map is an ‘accident’ from @DfTstats Road Safety Data over the last five years of reported data.

https://t.co/KY4RhpoAO1 https://t.co/vZdHALvIbM",12620762,2021-11-06 23:07:33+00:00,en,2,0,4,0,Twitter for iPad,3_1457122503130763269,https://pbs.twimg.com/media/FDi9MklWUAUlTTt.jpg,photo, ,Mike Coats 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🌍♻️,MikeCoatsDotCom,False,347,1350,"Inverness, Scotland"
1457122438966304769,"#30DayMapChallenge 2021
Day 6: Red - Heald Pond (silk screen)

A few years back I screen printed a map I made of the pond that my dad lives on in Lovell, Maine. Said map also appeared in the 2019 @geohipster calendar. https://t.co/vMOtcSYoK9",333524694,2021-11-06 23:07:16+00:00,en,3,0,28,2,Twitter for iPhone,3_1457122430321930241,https://pbs.twimg.com/media/FDi9IVWXsAEzNky.jpg,photo, ,Christopher Pollard,CRVanPollard,False,1236,1210,"Philadelphia,PA"
1457121612743024646,"Day 6: Red | #30DayMapChallenge

The Xitle is a volcano located south of the city of México, particularly famous for the eruptions that destroyed the city of Cuicuilco and covered the site with layers of lava.

Clement Méléard https://t.co/2KI0d9WOmm",1163470661400047616,2021-11-06 23:03:59+00:00,en,4,0,9,0,Twitter Web App,3_1457121548117086208,https://pbs.twimg.com/media/FDi8U-4WEAA1z1X.jpg,photo, ,Taller Sïranda,Taller_Siranda,False,340,159,México
1457120837698531330,"☘️National Parks of the Emerald Isle☘️
Timeslider/Instant charts comparing #SpeciesRichness in @ArcGISOnline #WebAppBuilder
@EsriIreland @GIS4Schools
Data: @GovDataIE
More: @npwsBioData @DeptHousingIRL @Notice_Nature
#30DayMapChallenge Day 7☘️Green☘️
Map: https://t.co/xM3DqtAUUa https://t.co/o5x2skLSKJ",2787878432,2021-11-06 23:00:54+00:00,en,7,0,7,2,Twitter Web App,7_1457119373697617928,https://pbs.twimg.com/ext_tw_video_thumb/1457119373697617928/pu/img/ixy_q1_ILShKSavR.jpg,video, ,BC,mildthing99,False,2575,2318,"England, United Kingdom"
1457120300668231681,#30DayMapChallenge day 6 Red: Seismic Energy released in Central Italy from 1985 to 2018 https://t.co/w6ZoM2tCVS,13181232,2021-11-06 22:58:46+00:00,en,5,0,18,1,Twitter Web App,3_1457120221953761280,https://pbs.twimg.com/media/FDi7HyiXoAAcBY7.png,photo, ,Guenter Richter,grichter,False,209,93,rendilo.fori.oggetti
