tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count,user_location
1458947187195400197,"#30DayMapChallenge Day 12 - Population. 
Share of population who never drink alcohol. Data source: https://t.co/7sNmSKzJ5x
Tool: R + packages rgdal, sf, dplyr, #ggplot2, viridis &amp; showtext. #Rstats https://t.co/yX0Yd6Uyvw",2593554955,2021-11-11 23:58:10+00:00,en,6,0,10,0,TweetDeck,3_1458946862111674374,https://pbs.twimg.com/media/FD84cPZWUAY5YaK.jpg,photo, ,Kapazitätsdiode,varaktor,False,62,197, 
1458946858978480131,"#30DayMapChallenge 11: 3D
Generado con PyGMTp https://t.co/3fum4r9iXI",309950945,2021-11-11 23:56:51+00:00,ca,1,0,5,0,Twitter Web App,3_1458945283123920903,https://pbs.twimg.com/media/FD83AVNVQAcYbjO.jpg,photo, ,Mr. Brightside,edgareslahostia,False,157,833,En algún lugar de la galaxia
1458946591205822464,"#30DayMapChallenge day 11, 3D! I discovered that point cloud data exists for the entirety of NYC. whew.
think I'll do more with this when I have time. 
rendered w/ https://t.co/5hR8YpqEry https://t.co/ONEdAIMiTF",17847384,2021-11-11 23:55:47+00:00,en,2,2,12,1,Twitter Web App,3_1458946446590369792,https://pbs.twimg.com/media/FD84EDdWYAA9CI7.png,photo, ,Jill Hubley,Jill_hubley,False,1559,1345,NYC
1458945542185230340,"#30DayMapChallenge Day 4: Hexagons.
My mind went straight to fortresses. So I pulled out my trusty atlas...of all 60 tsarist fortresses. Guess how many can be described (maybe) as hexagons? Have a look. 
I marked them.
All 2 of them.
With hexagons.
#twitterstorians #maps #mosaic https://t.co/ZEJjWemufN",1050564098499465217,2021-11-11 23:51:37+00:00,en,4,1,12,1,Twitter Web App,3_1458945467098836994,https://pbs.twimg.com/media/FD83LCkXsAIenGY.jpg,photo, ,The Imperiia Project,ImperiiaProject,False,716,265,"Cambridge, MA"
1458943871518486528,"#30DayMapChallenge Day 11: 3D
A very quick experiment with #rayvista, a plugin for #rayshader by @hughagraham: a spinning view of Devils Tower, Wyoming https://t.co/ELbQkmIDeW",759988092,2021-11-11 23:44:59+00:00,en,4,2,40,0,Twitter Web App,7_1458939735930462209,https://pbs.twimg.com/ext_tw_video_thumb/1458939735930462209/pu/img/ZQ8yDbSRBvwyehmk.jpg,video, ,Matthew Law,Iawmatthew,False,204,89, 
1458943829273452549,#30DayMapChallenge day 11: 3D - El Nevado de Toluca hecho en #QGIS con Qgis2threejs plugin. https://t.co/59Gi3rMnzz,1117471915151626240,2021-11-11 23:44:49+00:00,tl,2,1,12,0,Twitter for iPhone,3_1458943816291991555,https://pbs.twimg.com/media/FD81q81WQAMSbSW.jpg,photo, ,Valeria Meraz,valeriamerazc,False,131,435,The Anthropocene
1458940521305579520,"#30DayMapChallenge 11 - @EnvAgencyGeomat #LiDAR DSM of #Sheffield - DIY #hillshade (reflecting my love/hate relationship with tints 😬). 3D overlay is the background #radiation readings I took around the city centre last night (0.08μSv - 0.14μSv, so all well within background☢️) https://t.co/OGxWz29Zkf",2224550306,2021-11-11 23:31:40+00:00,en,0,0,1,0,Twitter Web App,3_1458940499893669896,https://pbs.twimg.com/media/FD8yp6SX0AgIuQz.jpg,photo, ,MonkeyOnTheMountainⓋ,Monk_Po,False,412,610,Rainbow Unicorn Mountain-SWUK
1458939993787756550,#30DayMapChallenge￼ Day 10 (rasters).  I'm not super happy with how this turned out but I wanted to do something other than just a hillshade with DEM data again so I threw in bathymetry and tree cover density files.  Doesn't really do Korcula justice. https://t.co/KTQ69Ohudo,1240462088687869952,2021-11-11 23:29:34+00:00,en,0,0,0,0,Twitter for iPhone,3_1458939988712648715,https://pbs.twimg.com/media/FD8yMJ_UcAst2nG.jpg,photo, ,Nate Ward,montlake_gis,False,24,58, 
1458937186477297667,"#30DayMapChallenge Day 11 - 3D:

Views of the Grand Canyon, Arizona and surrounding area 🌄 Created in #QGIS &amp; #blender using Landsat 8 imagery and SRTM DEM data. 

We've just added these two previews of our upcoming orthoimagery collection onto @opensea 🔗with more to follow 🗺️ https://t.co/odKB3WJhA1",1416384155198296068,2021-11-11 23:18:25+00:00,en,1,1,7,1,Twitter Web App,3_1458935898427596800,https://pbs.twimg.com/media/FD8ueEfXoAAenIa.jpg,photo, ,Encompass Geographic,EncompassGeo,False,274,216,🌎
1458936325147660290,"Day 12 of #30DayMapChallenge 
A simple map showing the distribution of population in Germany. https://t.co/sOKl0OYewT",143859326,2021-11-11 23:15:00+00:00,en,2,0,15,0,Twitter Web App,3_1458574032413110274,https://pbs.twimg.com/media/FD3lWsiXsAIi546.jpg,photo, ,Nelson Schäfer,nello394,False,269,386,"Munich, Germany"
1458936081202786310,"#30DayMapChallenge 
Day 11 - 3D (animated)

Voter turnout in the Federal Election 2021 (#Bundestagswahl) in each district in Cologne (#Köln)

Created in #rstats with #ggplot and #rayshader https://t.co/qfHmKtFhQy",1139059532,2021-11-11 23:14:02+00:00,en,2,0,7,0,Twitter Web App,7_1458936045102370818,https://pbs.twimg.com/ext_tw_video_thumb/1458936045102370818/pu/img/EZXkfjuQSRUFj7SX.jpg,video, ,Ansgar Wolsing,_ansgar,False,380,1021,"Köln, Deutschland"
1458934136081723397,"Day 11: 3D
#30DayMapChallenge
Tactile map of Cherkasy. 
Tactile maps are a great aid for people who are blind or partially sighted, helping them to orient themselves and to plan routes. 
Use: OpenStreetMap data, Touch Mapper project https://t.co/uczlh6GPog 
#b3d #blender https://t.co/y7o4uxppvO",14992557,2021-11-11 23:06:18+00:00,en,33,3,159,2,Twitter Web App,3_1458933866773757955,https://pbs.twimg.com/media/FD8snz_WQAMJHW9.jpg,photo, ,gontsa,gontsa,False,5142,1467,"Cherkasy, Ukraine"
1458933985439006739,"#30DayMapChallenge Day 11: 3D

This map serves no purpose other than celebrating #ArcGISPro 2.9 https://t.co/2Rua16jD65",384202950,2021-11-11 23:05:42+00:00,en,3,0,7,0,Twitter Web App,7_1458933569238310918,https://pbs.twimg.com/ext_tw_video_thumb/1458933569238310918/pu/img/S35cw6ggv29NacbV.jpg,video, ,Matias Codesal,maticodes,False,323,443,"Raleigh, NC"
1458932752569491460,"Delayed #30DayMapChallenge Day 3 is ""polygons."" Here is a bivariate map of the 2020 US presidential elections made in #rstats. https://t.co/8y021RfUUl",19301110,2021-11-11 23:00:48+00:00,en,2,0,2,0,Twitter Web App,3_1458932503130124299,https://pbs.twimg.com/media/FD8rYcBXsAsNf7A.jpg,photo, ,Michael Schramm 💧📊,MPSchramm,False,792,589,"College Station, TX"
1458932241661313034,"This raster image is from #TidyTuesday week46 {afrilearndata} I have made used {tmap} and some ""raster data"" to make layers of both sf and rasters
@R4DScommunity also day10-raster #30DayMapChallenge Africa population density transition 2000-2020
#map #RStats #infographic #dataviz https://t.co/g7PVY6Q7ma",285509027,2021-11-11 22:58:46+00:00,en,8,0,22,0,Twitter Web App,3_1458932156307234817,https://pbs.twimg.com/media/FD8rEQAWYAExVAr.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2257,4415,World
1458931801825628173,"#30DayMapChallenge 
Day 11 - 3D

Voter turnout in the Federal Election 2021 (#Bundestagswahl) in each district in Cologne (#Köln)

Created in #rstats with #ggplot and #rayshader https://t.co/kZFIUwj0ly",1139059532,2021-11-11 22:57:01+00:00,en,2,0,5,1,Twitter Web App,3_1458931620510150659,https://pbs.twimg.com/media/FD8qlEAXsAMnYX-.jpg,photo, ,Ansgar Wolsing,_ansgar,False,380,1021,"Köln, Deutschland"
1458931210424573958,"Day 11 - 3D #30DayMapChallenge 
World Sat View in 3D  from the perspective of Australia at 8am 11.11.2021 GMT+11 Mostly cloudy ☁️⛅🌤🌥🌥
""rastered"" a sat .tif image taken from @BOM_au  and sphere_shaded with {rayshader} package. Very simple but Cool! #rstats @R4DScommunity #maps https://t.co/mCifk4IYjz",285509027,2021-11-11 22:54:40+00:00,en,3,1,5,0,Twitter Web App,3_1458931154573307904,https://pbs.twimg.com/media/FD8qJ8QXsAARc3i.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2257,4415,World
1458930393449701378,"Day 11: 3D
Testing ArcGIS Urban for a project in Colombia to examine different scenarios for a Transport Oriented Development study for Regiotram and our World Bank client.
#GeoVis #30DayMapChallenge @Steer_Group https://t.co/bWel7PgmQ1",793464945971257350,2021-11-11 22:51:26+00:00,en,1,0,4,0,Twitter for iPhone,3_1458930388403949568,https://pbs.twimg.com/media/FD8pdWDXEAA1YE0.jpg,photo, ,Design for Movement,Steer_DfM,False,326,115,"Europe, N.America, LATAM, Asia"
1458930077421514756,a bit late to the party #30DayMapChallenge but here's a #3D model of #Vake (#tbilisi) based on building height and land use data from 1970-80s. WiP at @IliauniTweets @vizaxis https://t.co/z1wrJb9qMW,572256579,2021-11-11 22:50:10+00:00,en,3,1,11,0,Twitter Web App,3_1458929205350174728,https://pbs.twimg.com/media/FD8oYe1XEAg5lsI.jpg,photo, ,Giorgi Kankia,gkankia,False,96,204,"Stockholm, SE"
1458929862538899458,"#30DayMapChallenge Day 11 - 3D
Recycling another old one: population density spikes in brazilian Amazon :)
Data from HDX, made with Aerialod https://t.co/tbodYMVjR5",180939408,2021-11-11 22:49:19+00:00,en,1,1,10,0,Twitter Web App,3_1458929643009064961,https://pbs.twimg.com/media/FD8ox9PXwAEO1Ig.jpg,photo, ,torts,tgsousa_,False,1010,1150, 
