tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count
1459306856619253764,"#30DayMapChallenge Day 12: Population

The sober reality of life lost to COVID-19, expressed in terms of national populations.

Country outlines from @pinakographos Project Linework https://t.co/3zVyukc7Vp",1278340072689958913,2021-11-12 23:47:21+00:00,en,3,0,13,0,Twitter Web App,3_1459306348710039555,https://pbs.twimg.com/media/FEB_ZHVVkAMuk5S.jpg,photo, ,David Sherman,CartoDBS,False,89,97
1459305473228824576,"#Beijing - the capital of #China and the most populous capital #city in the world. Cloudfree image taken by #Sentinel2 on Sept. 29. 
🛰️ data processed in @sentinel_hub using my own #urban script.
It's best to open in new tab to get better view of details.

#30DayMapChallenge https://t.co/lmtHIaTkBX",1368902640181145600,2021-11-12 23:41:52+00:00,en,3,1,21,0,Twitter Web App,3_1459305320736595978,https://pbs.twimg.com/media/FEB-dR1XoAonbTB.jpg,photo, ,kosmi,kosmi64833127,False,487,200
1459301503735414786,My delayed #30DayMapChallenge Day 4 hexagon map of elevation at Yellowstone Nat'l Park made with #rstats and #rayshader. https://t.co/cftKpZFmFx,19301110,2021-11-12 23:26:05+00:00,en,6,1,34,0,Twitter Web App,3_1459301349854781440,https://pbs.twimg.com/media/FEB62JJXoAA2utj.jpg,photo, ,Michael Schramm 💧📊,MPSchramm,False,793,589
1459299658778517504,"التغير الزمني  الحاصل على ميناء#غزة البحري خلال 30 عام 
 #30DayMapChallenge https://t.co/hDaLMggTtg",390701058,2021-11-12 23:18:45+00:00,ar,1,0,2,0,Twitter Web App,16_1459299033604886528,https://pbs.twimg.com/tweet_video_thumb/FEB4vUcXEAAL5m-.jpg,animated_gif, ,ishaq,eshakss,False,185,454
1459298898736922627,"#30DayMapChallenge 12: Population Density of Whitman County, Washington. Got stuck trying to clip the basemap up onto the extruded county. https://t.co/LGhraqvzXR",363424734,2021-11-12 23:15:44+00:00,en,1,0,3,0,Twitter Web App,3_1459298874237939714,https://pbs.twimg.com/media/FEB4mCwUcAINEKL.jpg,photo, ,Sam I Map 🗺,SamIAmFargo,False,45,140
1459298561217249290,"#30DayMapChallenge Day 11 (3D)

(A day late)

I opened my favorite game, then spent a few hours manually transcribing elevations from the leftmost 13% of the game's map (~1000 values). Then I splined them into a lumpy surface and made a quick relief. https://t.co/OSyOpxnlhH",243497005,2021-11-12 23:14:24+00:00,en,1,2,10,0,TweetDeck,3_1459298548651016192,https://pbs.twimg.com/media/FEB4TF2WQAAVUB5.jpg,photo, ,Daniel P. Huffman,pinakographos,False,9328,95
1459297328121188358,"Day 13: Natural Earth #30DayMapChallenge 

Looking closely at the area around cities highlights the trends of the map, where population decreases as altitude increases

Source: Natural Earth elevation raster and GHSL population raster

Another stunning viz from Luke @Steer_Group https://t.co/PsQcHwRxd8",793464945971257350,2021-11-12 23:09:30+00:00,en,5,0,11,0,Twitter for iPhone,3_1459297320751800330,https://pbs.twimg.com/media/FEB3LnkXIAoD1LK.jpg,photo, ,Design for Movement,Steer_DfM,False,323,115
1459296246586355716,"Day 12 - Population #30DayMapChallenge {tmap}
Good time spent arranging the colors of the World map representing the economic status of the countries and the level of the pop in 1950 vs 2030 #rstats 
@R4DScommunity #infographics #maps 
code: https://t.co/bLqI1zKCrd https://t.co/wqcSVlMi3b",285509027,2021-11-12 23:05:12+00:00,en,2,1,6,0,Twitter Web App,3_1459296159432941571,https://pbs.twimg.com/media/FEB2IBUXoAMdU3A.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2252,4411
1459295729344729095,"Day 12 (Population) mapping some extreme changes in population between 2004 and 2021 in neighborhoods of Almere, Netherlands using @statisticscbs data by @bokanyie . Grey areas had &lt;=10 people in 2004. #30DayMapChallenge 

Code: https://t.co/fTLMS7McdC https://t.co/jvIV3XF2nc",1389560172398448644,2021-11-12 23:03:08+00:00,en,1,2,4,1,Twitter Web App,3_1459295712806641669,https://pbs.twimg.com/media/FEB1uBgXIAUVQyz.jpg,photo, ,Population-scale Network Analysis,popnet_research,False,198,169
1459295680615403522,"Sticking with the Canadian theme for day 12 of #30DayMapChallenge: % renters, scaled by population density. 

Data: Statistics Canada.
Code: https://t.co/q8aUQtxmyq https://t.co/utyydPl0HL",3092393211,2021-11-12 23:02:57+00:00,en,1,0,12,0,Twitter Web App,3_1459295465820807173,https://pbs.twimg.com/media/FEB1fpaWYAU9UpJ.png,photo, ,Iva Brunec,IvaBrunec,False,1200,811
1459291102016585728,"#30DayMapChallenge | Day 12 | #Population

Getting to know a really impressive dataset: the European Settlement Layer by @CopernicusData. Used it to have a closer look at @digitalfreiburg.

🗺️ done with #rayshader. https://t.co/xpp1wgwo03",1307060010669793280,2021-11-12 22:44:45+00:00,en,3,0,11,0,Twitter Web App,3_1459290992159436813,https://pbs.twimg.com/media/FEBxbPuXMA0XqS2.jpg,photo, ,Marco Sciaini,shinysci,False,290,746
1459285075762286594,"A #30DayMapChallenge thread.  Not a ton of time to work on this but thought it would be cool to look at the percentage change in population per sq mile from 2010 to 2019 at the county level.  Highest increase 1) McKenzie, ND with a whopping 145.2% increase https://t.co/IleBDuc8KW",1070940092053651458,2021-11-12 22:20:48+00:00,en,1,1,2,0,Twitter for iPhone,3_1459285073363148807,https://pbs.twimg.com/media/FEBsCufXIAc3_L0.jpg,photo, ,David E Delgado,davidesdelgado,False,59,248
1459284645409927182,"Day 12 - population
playing with database https://t.co/1aqiIDJpqt tracking elephants https://t.co/7SZzA8qAur
Thanks for this data source #30DayMapChallenge https://t.co/8wokA1z6Ag",2841842176,2021-11-12 22:19:06+00:00,en,1,0,7,0,Twitter Web App,3_1459284569656631303,https://pbs.twimg.com/media/FEBrlaCXoAch-rz.jpg,photo, ,Vojta Blaza,VojtisekBlaza,False,67,144
1459284171004813312,"#30DayMapChallenge day 12 Population: US Historical Populations in cities, data: U.S. Census Bureau and Erik Steiner, Spatial History Project, Center for Spatial and Textual Analysis, Stanford University.
There is an interactive version here: https://t.co/IYNg0PWP3e https://t.co/ibU8egwjg0",13181232,2021-11-12 22:17:13+00:00,en,1,0,7,0,Twitter Web App,3_1459284153581674496,https://pbs.twimg.com/media/FEBrNMCXoAAo-0B.png,photo, ,Guenter Richter,grichter,False,209,93
1459283109866737669,"#30DayMapChallenge 

Población de México según latitud y longitud de la localidad donde vive.

#Day12 #Population https://t.co/UerhhAeQQb",790584781771722753,2021-11-12 22:13:00+00:00,es,9,0,38,0,Twitter Web App,3_1457153700024176642,https://pbs.twimg.com/media/FDjZkeEWUAIXXAN.jpg,photo, ,Roberto Aguilar Celis,geogracelis,False,333,430
1459282362110517248,"Día 12: población
Densidad de población en el área serrana del partido de General Pueyrredon (provincia de Buenos Aires, Argentina) a partir de datos del censo 2010 de @INDECArgentina 
#30DayMapChallenge https://t.co/hRhD1a2XAd",402826093,2021-11-12 22:10:01+00:00,es,1,0,3,0,Twitter Web App,3_1459281969330671621,https://pbs.twimg.com/media/FEBpODEWUAUlL60.jpg,photo, ,Gabi Calderon,GabiCalderon18,False,187,892
1459279886129025032,"Ma carte pour le Day 11 - 3D

Le relief montagneux au bord de la Mer Méditerranée, impressionnant non ?

Qu'en dites-vous ? 🤗

#géographie #carte #cartographie #geography #map #sig #gis #qgis #illustrator #30DayMapChallenge https://t.co/87ALrhduGY",1386941882270461954,2021-11-12 22:00:11+00:00,fr,0,0,3,0,Twitter for Android,3_1459279883264315400,https://pbs.twimg.com/media/FEBnUn3X0AglXW3.jpg,photo, ,𝐀𝐂𝐚𝐫𝐭𝐨,ACarto_alecle,False,18,513
1459279553029881861,"Ma carte pour le Day 10 - Raster

La carte de la Chaîne des Puys...en photo ! 😉

J'attends vos commentaires ? 🤗

#géographie #carte #cartographie #geography #map #sig #gis #qgis #illustrator #30DayMapChallenge https://t.co/yClpWGa6Rc",1386941882270461954,2021-11-12 21:58:52+00:00,fr,0,0,1,0,Twitter for Android,3_1459279549645176848,https://pbs.twimg.com/media/FEBnBNCXwBAKB_K.jpg,photo, ,𝐀𝐂𝐚𝐫𝐭𝐨,ACarto_alecle,False,18,513
1459279125324222465,"Ma carte pour le Day 9 - Monochrome

Le réseau hydrographique Jurassien en blanc sur fond gris ! 😉

Qu'en dites-vous ? 🤗

#géographie #carte #cartographie #geography #map #sig #gis #qgis #illustrator #30DayMapChallenge https://t.co/EsPmlq1HDs",1386941882270461954,2021-11-12 21:57:10+00:00,fr,0,0,2,0,Twitter for Android,3_1459279122400784384,https://pbs.twimg.com/media/FEBmoVbXsAApq-e.jpg,photo, ,𝐀𝐂𝐚𝐫𝐭𝐨,ACarto_alecle,False,18,513
