tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count,user_location
1460032202142584833,"Day 14 of #30DayMapChallenge - a new tool
I gave https://t.co/PuS98BZwqy a try and symbolized GPS points of hiking trails in the state of Bavaria, Germany. Based on the height information of the measuring points, you can see the underlying terrain. https://t.co/DTVg3mAZBV",143859326,2021-11-14 23:49:37+00:00,en,1,0,11,0,Twitter Web App,16_1460030910838059009,https://pbs.twimg.com/tweet_video_thumb/FEMSYLmXsAEYzxj.jpg,animated_gif, ,Nelson Schäfer,nello394,False,269,386,"Munich, Germany"
1460029257015566336,America - Hill shading #30DayMapChallenge #gis https://t.co/smfAe8GwPM,1282359942570299393,2021-11-14 23:37:55+00:00,en,1,2,1,0,Twitter Web App,3_1460028908141694982,https://pbs.twimg.com/media/FEMQjm-WUAYyc6m.jpg,photo, ,Julien,MapEngArch,False,70,247, 
1460018422285312007,"#30DayMapChallenge Day 13:  New tool.
My first foray in #rstats and the rayshader tool. https://t.co/r4R23xEs2K",309734801,2021-11-14 22:54:52+00:00,en,7,0,57,0,Twitter Web App,3_1460017781345341448,https://pbs.twimg.com/media/FEMGb8bX0AgzeXs.png,photo, ,Sam J,samwise_v,False,234,516,"London, UK"
1460016177116332038,"#30DayMapChallenge Day 14 - Map with a new tool

I remember as a teenager reading about fractals in a PC Magazine. Today I installed Gnofract 4D (https://t.co/cdnqwhO1Ng) and used it to generate very smooth gradient raster fills for this map of Nepal I made. https://t.co/qjg2ctXFnv",38512725,2021-11-14 22:45:57+00:00,en,2,1,28,0,Twitter Web App,3_1460013293200945157,https://pbs.twimg.com/media/FEMCWsyXMAUdn_o.jpg,photo, ,Tim Sutton,timlinux,False,6428,758,"Portalegre, Portugal"
1460016101698551815,"#30DayMapChallenge Day 14 Map with a new tool. 

I love looking into free tools like the design website canva. So much of the geographic representation we see in the world is from sites like this.  I don’t think GIS people are very involved with what kind of files are available https://t.co/oncF4Lsrss",117610391,2021-11-14 22:45:39+00:00,en,1,1,11,0,Twitter for iPhone,3_1460016098393436170,https://pbs.twimg.com/media/FEME5-8XsAoBig2.jpg,photo, ,laura,LauraSmithCarto,False,83,100, 
1460014153943425027,#30DayMapChallenge Day 14 Recreating an #rstats map of Glasgow's population in #Tableau. https://t.co/oSH1dr1jtQ,963902391643967488,2021-11-14 22:37:54+00:00,en,2,1,5,0,Twitter Web App,3_1460013398956167175,https://pbs.twimg.com/media/FEMCc2wX0Ac3QFI.jpg,photo, ,Nicola Rennie,nrennie35,False,901,713,United Kingdom
1460013112959057920,#30DayMapChallenge Day 13 (natural earth) https://t.co/EEfLZzICrL,963902391643967488,2021-11-14 22:33:46+00:00,en,1,1,4,0,Twitter Web App,3_1460012919693975557,https://pbs.twimg.com/media/FEMCA9XXIAU4pci.jpg,photo, ,Nicola Rennie,nrennie35,False,901,713,United Kingdom
1460012906637111303,"#30DayMapChallenge - Day 13 -  New tool.
Experimenting with #geometrynodes in #blender3d in Manhattan, NYC. Building an urban #Lego model.
 #OpenStreetMap #b3d #map #NewYork #gischat #dataviz #city 1/n https://t.co/lqAIu0txDK",1186202364,2021-11-14 22:32:57+00:00,en,15,1,85,0,Twitter Web App,3_1460011782081286146,https://pbs.twimg.com/media/FEMA-vbXEAIfhQN.jpg,photo, ,Julian Hoffmann,Julian_H0ffmann,False,737,1953,"London, England"
1460011366702538756,"#30DayMapChallenge Day 13 + 14: Natural Earth + New Tool
Catching up on this... Pleasantly surprised with how simple it is to make interactive maps using #keplergl in #Python with @ProjectJupyter notebooks. Visualizing #NaturalEarth data on disputed areas.
https://t.co/kJcaRm19mN https://t.co/SLNduH9vje",1192117144214896640,2021-11-14 22:26:50+00:00,en,4,1,4,0,Twitter Web App,3_1460011278827765761,https://pbs.twimg.com/media/FEMAhcqXwAEnDEP.jpg,photo, ,Nicole Paul,nicopurr,False,183,427,"Oakland, CA"
1460010363164966922,"#30DayMapChallenge #withoutusingacomputer 
Euskadi colorié en famille https://t.co/fpf9xhy1CE",1039247575965224960,2021-11-14 22:22:50+00:00,fr,0,0,2,0,Twitter Web App,3_1460010307791765506,https://pbs.twimg.com/media/FEL_o7RWQAI9IqI.jpg,photo, ,Habemus-Modelum,habemusmodelum,False,6,30, 
