tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count
1463295060267569154,"#30DayMapChallenge Day 23 - Global Human Settlement Layer. Built-up area in Greater Jakarta, undoubtedly the most populated area in Indonesia. 

#DataViz created using #EarthEngine with custom basemap. https://t.co/gE7Vnlcm3e",1461953521255739394,2021-11-23 23:55:03+00:00,en,1,0,2,0,Twitter Web App,3_1463295021533126659,https://pbs.twimg.com/media/FE6rEbgUYAMVF1g.jpg,photo, ,G.Seta,ariaezta,False,10,56
1463294624529670153,"#30DayMapChallenge, Day 16: Urban/Rural

A simple map. The city is there, fading into the background of the farms &amp; forests &amp; vineyards &amp; gardens that nourish it. A moment of geospatial humility imposed on the urban center of #Crimea. https://t.co/IIp9wbuVFl",1050564098499465217,2021-11-23 23:53:19+00:00,en,1,0,1,0,Twitter Web App,3_1463291524125396992,https://pbs.twimg.com/media/FE6n42pVkAAzDba.png,photo, ,The Imperiia Project,ImperiiaProject,False,708,261
1463290221290610693,#30DayMapChallenge Day 23: GHSL data. It’s a cool data website! Combined GHSL with Esri basemap and solar terminator to mimic an autumn sunset in U. S. mountain area. Made with #ArcGISPro https://t.co/cnB3Decmlc,3536376796,2021-11-23 23:35:50+00:00,en,1,1,16,0,Twitter for iPhone,3_1463290212226768897,https://pbs.twimg.com/media/FE6msfcVIAE9vbT.jpg,photo, ,Zihan Song,song_zihan,False,187,78
1463285335178235905,"Grimes Graves, Weeting #Norfolk
Neolithic flint mining complex
4600-4300 years BP
≥433 shafts dug into chalk
Early #Anthropocene?
Managed by @EnglishHeritage
https://t.co/2K0mjNpEwQ
#ElevationTintedHillside #GIS #SwipeMap @ArcGISOnline
#30DayMapChallenge
Day 24: Historical Map https://t.co/3LQ1afTKIJ",2787878432,2021-11-23 23:16:25+00:00,en,3,0,4,1,Twitter for Android,16_1463285304979296261,https://pbs.twimg.com/tweet_video_thumb/FE6iO2hXEAUBoc2.jpg,animated_gif, ,BC,mildthing99,False,2572,2313
1463283701949902850,"World population in a 5 degree grid
Day 23 of #30DayMapChallenge: Data Challenge – GHS https://t.co/QlGobM5751",26062194,2021-11-23 23:09:55+00:00,en,4,2,9,1,Twitter Web App,3_1463283689987710983,https://pbs.twimg.com/media/FE6gw2NXIAcKx4q.jpg,photo, ,Patrick Mast,patrick_mast,False,58,136
1463283631523205123,"#30DayMapChallenge Day 24 - Historical
NZ onion exports last year. Thinking historical as my colleagues at @InfometricsNZ wrote a report for OnionsNZ on future export market opportunities https://t.co/pUeWfHaqJG
#RStats code: https://t.co/60Zk2k0Fru https://t.co/fbafMP4txU",33788841,2021-11-23 23:09:38+00:00,en,3,1,5,0,Twitter Web App,3_1463283419048153090,https://pbs.twimg.com/media/FE6ghE4VkAIajEG.jpg,photo, ,suǝbbıɹɟ pıʌɐp,dakvid,False,550,463
1463283507816538112,"*Sandwich fillings*
Sandwich Bay Namibia 1996-2021
Poss named after 1780s Eng whaling ship 'Sandwich' (as in Kent or town) or 'sandfishche' (Ger) a local shark
Created w vg #streamlit by @giswqs @NASA_Landsat
App: https://t.co/hH0MyRkReG
#30DayMapChallenge 
Day 24: Historical Map https://t.co/z0r2cnNr7V",2787878432,2021-11-23 23:09:09+00:00,en,4,0,9,1,Twitter for Android,16_1463283483976028173,https://pbs.twimg.com/tweet_video_thumb/FE6gk2wWUA0uk5E.jpg,animated_gif, ,BC,mildthing99,False,2572,2313
1463282647510233094,"#30DayMapChallenge Day 23: Global Human Settlement Layer

Is Northeast Megalopolis a term anyone uses? I chose the region semi-randomly but didn't know what to call it and there is a wikipedia article with that title so I went with that 🤷‍♂️ https://t.co/M26U9WQa4h",759988092,2021-11-23 23:05:44+00:00,en,1,1,5,0,Twitter Web App,3_1463281449143087110,https://pbs.twimg.com/media/FE6euaaXsAYsMvb.jpg,photo, ,Matthew Law,Iawmatthew,False,201,89
1463282228620894209,"Day 23, GHSL. Population in Eastern-Egypt. #30DayMapChallenge https://t.co/n3QMKFiOW1",1096581954844147713,2021-11-23 23:04:04+00:00,en,1,0,7,0,Twitter Web App,3_1463281833999806471,https://pbs.twimg.com/media/FE6fE0HXMAcY5QB.jpg,photo, ,Renārs,laysking3,False,11,50
1463280963719471104,"#30DayMapChallenge
Day 23: Data challenge 3: GHSL
Bremen - GHS-BUILT R2018A
DataSource: https://t.co/EDUJzHXiDV https://t.co/gQK7qljbT4",91548216,2021-11-23 22:59:02+00:00,en,2,0,8,0,Twitter Web App,3_1463280805678137350,https://pbs.twimg.com/media/FE6eI9UXwAYxxSF.png,photo, ,Cord Niehaus,Cordster76,False,87,596
