,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
147,1328484333661941773,"#30DayMapChallenge Day 16: Islands

Deep in the heart of #Brazil 🇧🇷, a natural diversion in the Rio Araguaia creates the world's largest river island surrounded entirely by freshwater: the Ilha do Bananal, named for the large number of wild banana trees found on it! https://t.co/iUrCGDnhsH",en,2020-11-16 23:45:21,4,17,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Brazil', 'indices': [57, 64]}]",1052923018564038660,Alex Fries,Carto_ALex,"Tuscaloosa, AL",382,283,http://pbs.twimg.com/media/Em-2wodXIAICogq.jpg,https://t.co/iUrCGDnhsH
148,1328482720549310464,"#30DayMapChallenge Día 16:  Isla. Principales Ahu y Moai en Rapa Nui.🗿

La ubicación es aproximada, los puntos los extraje georeferenciando un mapa en QGIS.

#RStats #rspatial 

Código: https://t.co/tukWqAc9gH https://t.co/px6AFuZhES",es,2020-11-16 23:38:57,3,6,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'RStats', 'indices': [158, 165]}, {'text': 'rspatial', 'indices': [166, 175]}]",30381129,Steph Orellana Bello,sporella,Chile,321,195,http://pbs.twimg.com/media/Em-3g_uXUAEIZCv.jpg,https://t.co/tukWqAc9gH
149,1328481457480880129,"Wien &amp; Bratislava are closer to each other than any other two EU capitals. But how close are they in terms of (#30DayMapChallenge No. 15) Connections? Well, compared to another neighbor of Vienna, rail connections are lagging behind… (but that will change in the next few years) https://t.co/RqFAsY3qeD",en,2020-11-16 23:33:56,1,4,"[{'text': '30DayMapChallenge', 'indices': [115, 133]}]",281177027,Isaak,fleischkas,Wien,142,981,http://pbs.twimg.com/media/Em-21OmW8AcBK8i.jpg,https://t.co/RqFAsY3qeD
150,1328476072787238917,#30DayMapChallenge Islands. The Pacific Northwest if sea level was 1500m higher. https://t.co/dWC90aftRp,en,2020-11-16 23:12:32,3,25,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",564485021,Peter Atwood,Peterincan,"Nova Scotia, Canada",392,382,http://pbs.twimg.com/media/Em-x7znW4AA4Dgj.jpg,https://t.co/dWC90aftRp
151,1328475786723143681,Island in a lake on an island. #30DayMapChallenge https://t.co/2IXXcU7xmW,en,2020-11-16 23:11:24,1,1,"[{'text': '30DayMapChallenge', 'indices': [31, 49]}]",40151250,Tõnu Oja,tonuoja,,28,35,http://pbs.twimg.com/media/Em-xlc-XcAAIg_P.jpg,https://t.co/2IXXcU7xmW
152,1328473304152346628,"#30DayMapChallenge Day 16: Islands

Not what I had intended to do - GB Terrain using #QGIS.
Source: Ordnance Survey Terrain 50 https://t.co/vhesVLSIP4 https://t.co/mp2PSbSo8P",en,2020-11-16 23:01:32,1,10,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'QGIS', 'indices': [85, 90]}]",159574073,Michael Legg,mjlegg,,160,108,http://pbs.twimg.com/media/Em-vUk-XcAExVHd.jpg,https://t.co/vhesVLSIP4
153,1328472620094861313,"#30DayMapChallenge Day 16: Islands
Small island in small lake in large island in large lake (purple, ~ 10 mi. wide), Kitikmeot, central Victoria Island, Nunavut, Canada https://t.co/asBA1lpotG",en,2020-11-16 22:58:49,1,1,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",25663399,Andrew Zolnai,azolnai,"Cambridge, UK",705,983,http://pbs.twimg.com/media/Em-tOXEW8AIJ5W-.jpg,https://t.co/asBA1lpotG
155,1328471752574455813,Valentia island off the south west of Ireland for #30DayMapChallenge. I'd normally pick a richer basemap but this one was requested by a friend. https://t.co/U8I3OjRg7y,en,2020-11-16 22:55:22,1,19,"[{'text': '30DayMapChallenge', 'indices': [50, 68]}]",21752435,Neil Charles,neilcharles_uk,Leeds,4424,1418,http://pbs.twimg.com/media/Em-twCpXIAIN0wZ.jpg,https://t.co/U8I3OjRg7y
156,1328471573997776902,"Day 16 of #30DayMapChallenge / Island(s)

New Zealand - Sheep of Human?
🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🚶🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑🐑

Made with #ArcGIS https://t.co/YHSirN8DnX",en,2020-11-16 22:54:39,2,4,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}, {'text': 'ArcGIS', 'indices': [127, 134]}]",3494716935,Eliška Vlčková,vlckel,Česká republika,163,152,http://pbs.twimg.com/media/Em-txJOXEAIuaZM.jpg,https://t.co/YHSirN8DnX
157,1328471042524934145,"#30DayMapChallenge day 15: connections
BONUS https://t.co/pQ3WW60GvX",en,2020-11-16 22:52:32,1,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",275677658,Keith Jenkins,kgjenkins,Ithaca,1147,187,http://pbs.twimg.com/tweet_video_thumb/Em-tREeXMAQVKyK.jpg,https://t.co/pQ3WW60GvX
158,1328470905140482053,"Day 17 of #30DayMapChallenge: Historical

Christchurch &amp; Auckland Historical Electric Tram networks (from the archives)
Extensive during the first half of the 20th Century, and quickly decommissioned in the 1950’s.

https://t.co/AVIbA1cN5d https://t.co/rph0IJnvyO",en,2020-11-16 22:52:00,9,32,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}]",93839237,Andrew DC,andrewdc_nz,"Christchurch City, New Zealand",533,165,http://pbs.twimg.com/media/Em73GCuVcAAgx9X.jpg,https://t.co/AVIbA1cN5d
160,1328467137929875458,"#30DayMapChallenge over 12k bounding box of the particles of my Municipality - cc 
@aborruso https://t.co/2csQinXxc2",en,2020-11-16 22:37:02,1,8,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",387562177,Totò Fiandaca,totofiandaca,Italia,563,95,http://pbs.twimg.com/media/Em-p0K_XIAExcAH.png,https://t.co/2csQinXxc2
161,1328463815101526018,"#30DayMapChallenge, day 15 (connections)  - North America Railroads. Data from #usdot- made in #rayshader -#rstats 
#rspatial https://t.co/tgzM282unU",en,2020-11-16 22:23:49,3,14,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'usdot', 'indices': [79, 85]}, {'text': 'rayshader', 'indices': [95, 105]}, {'text': 'rstats', 'indices': [107, 114]}, {'text': 'rspatial', 'indices': [116, 125]}]",840369042632396800,newishtodc,cstats1,"Washington, DC",431,53,http://pbs.twimg.com/media/Em-mrv2XEAAbjF7.jpg,https://t.co/tgzM282unU
162,1328462450287472640,"Completed 20 hour's no sleep work
Great start #30DayMapChallenge https://t.co/V26ifHpiFc",en,2020-11-16 22:18:24,0,0,"[{'text': '30DayMapChallenge', 'indices': [46, 64]}]",1322763904351719424,Vigyani Telugu,VigyaniTelugu,"visakhapatnam,AP",0,15,http://pbs.twimg.com/media/Em-ljozVQAYAXhk.jpg,https://t.co/V26ifHpiFc
163,1328460381946310656,"The theme of Day 16 of November’s #30DayMapChallenge is island(s)! So we thought, what about the famous island of California?

Surprised? This circa 1670 map of North America is one of several in our collection that depict California as an island!  https://t.co/h3NfAaoLNe https://t.co/rtfZKcCSGN",en,2020-11-16 22:10:11,1,8,"[{'text': '30DayMapChallenge', 'indices': [34, 52]}]",65125461,Leventhal Map & Education Center at the BPL,bplmaps,"Copley Square, Boston, MA",4991,678,http://pbs.twimg.com/media/Em-jp8bW4AA0FI-.jpg,https://t.co/h3NfAaoLNe
164,1328459429575094273,"A bit behind on the #30DayMapChallenge, here's day 14 (climate change)  - Atlantic Hurricanes 2005-2019. Data from #NOAA - made in #gganimate #rstats #rspatial https://t.co/OHAVxf1Ycf",en,2020-11-16 22:06:24,3,3,"[{'text': '30DayMapChallenge', 'indices': [20, 38]}, {'text': 'NOAA', 'indices': [115, 120]}, {'text': 'gganimate', 'indices': [131, 141]}, {'text': 'rstats', 'indices': [142, 149]}, {'text': 'rspatial', 'indices': [150, 159]}]",840369042632396800,newishtodc,cstats1,"Washington, DC",431,53,http://pbs.twimg.com/ext_tw_video_thumb/1328458880863653888/pu/img/nCMZfKp45oXZA4p8.jpg,https://t.co/OHAVxf1Ycf
