,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
78,1328122658538590211,Day 15 of the #30DayMapChallenge - Connections. Attempting to overcome my cartographic predisposition to put land masses at the centre of map attention! #map #gis #mediterranean #telecoms https://t.co/FihyqCcqnT,en,2020-11-15 23:48:11,1,1,"[{'text': '30DayMapChallenge', 'indices': [14, 32]}, {'text': 'map', 'indices': [153, 157]}, {'text': 'gis', 'indices': [158, 162]}, {'text': 'mediterranean', 'indices': [163, 177]}, {'text': 'telecoms', 'indices': [178, 187]}]",1322964052142936066,GeospatialJess,GeospatialJ,,12,17,http://pbs.twimg.com/media/Em5wgRCXEAYS9Z8.jpg,https://t.co/FihyqCcqnT
79,1328119851236405248,Import and export of printed maps into and from Estonia 2019. #30DayMapChallenge https://t.co/vsfyy9CLFB,en,2020-11-15 23:37:02,1,0,"[{'text': '30DayMapChallenge', 'indices': [62, 80]}]",40151250,Tõnu Oja,tonuoja,,23,29,http://pbs.twimg.com/media/Em5ty-qW8AEvSJX.jpg,https://t.co/vsfyy9CLFB
81,1328117701982740481,"Day 6: Red

While the theme of “red” lends itself to another political themed map, I went with something else I associate red with: 🔥 🔥 🔥 

Used a layer in Esri’s Living Atlas of US wildfires over the last few decades to create this map.

#30DayMapChallenge https://t.co/ROCWjqA0UF",en,2020-11-15 23:28:30,1,2,"[{'text': '30DayMapChallenge', 'indices': [239, 257]}]",240069436,Jessica Hammond,jh550,,24,142,http://pbs.twimg.com/media/Em5sAUUXUAAvZsS.jpg,https://t.co/ROCWjqA0UF
82,1328117626061553664,"Day 16: islands

Aotearoa/New Zealand: cities, towns and islands with Māori names. 

@qgis + @LINZLDS (names + outline + conservation areas) + @niwa_nz (bathymetry) #30DayMapChallenge https://t.co/hE0VxrzhTF",en,2020-11-15 23:28:11,1,2,"[{'text': '30DayMapChallenge', 'indices': [165, 183]}]",12306,Luis Apiolaza 🧮🍃📷⏚,zentree,"Ōtautahi, Aotearoa",1291,278,http://pbs.twimg.com/media/Em5r4oIVcAAlwNC.jpg,https://t.co/hE0VxrzhTF
83,1328117167511003138,"#30DayMapChallenge Day 15: Connections
I didn't start until late and then spent too long getting the data into the right form to map so today's is a bit of a WIP, hopefully to soon be returned to!
At the moment this is literally just lines linking each LA… https://t.co/esPmR1FnIg",en,2020-11-15 23:26:22,1,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",759988092,Matthew Law,Iawmatthew,,20,48,http://pbs.twimg.com/media/Em5qDn1XMAMgxje.jpg,https://t.co/esPmR1FnIg
84,1328116449739730946,#30DayMapChallenge Connections. Log entries from 18th and 19th century trading companies. https://t.co/1zwfpPWF05,en,2020-11-15 23:23:31,2,11,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",564485021,Peter Atwood,Peterincan,"Nova Scotia, Canada",390,379,http://pbs.twimg.com/media/Em5q27EW4AEPn5Z.jpg,https://t.co/1zwfpPWF05
86,1328110265720827905,made despite incomplete data...maybe it will inspire folks to tag more fake tree cell towers in openstreetmap? https://t.co/jz60GkOyss #30daymapchallenge https://t.co/8UqvyIbOMP,en,2020-11-15 22:58:57,1,14,"[{'text': '30daymapchallenge', 'indices': [135, 153]}]",14913762,vicky johnson-dahl,hurricanevicky,"Washington, DC",974,851,http://pbs.twimg.com/media/Em5k5sKXEAApu06.jpg,https://t.co/jz60GkOyss
87,1328109172026712065,"Day 15 (Connections) of the #30DayMapChallenge 

A snippet of the Paris 🇫🇷 metro 🚇 map (trains and trams) as seen on @thinkaboutmaps 

#NovemberMapChallenge 
#Trains
#Metro 
#theGISgirl https://t.co/IjEf42idfj",en,2020-11-15 22:54:36,1,0,"[{'text': '30DayMapChallenge', 'indices': [28, 46]}, {'text': 'NovemberMapChallenge', 'indices': [135, 156]}, {'text': 'Trains', 'indices': [158, 165]}, {'text': 'Metro', 'indices': [166, 172]}, {'text': 'theGISgirl', 'indices': [174, 185]}]",1269335161335959552,the GIS girl,TheGISGirl,,45,114,http://pbs.twimg.com/media/Em5kQKdXcAMfC9g.jpg,https://t.co/IjEf42idfj
88,1328108419350474754,"Day 15 of the #30DayMapChallenge is ‘Connections’. I’ve chosen the 2003 Frankfurt diagram from the fabulous book on global metro maps by @markovenden, just for the joy of the 21 line link at Hauptbahnhof. You can’t be much better connected. https://t.co/5sGQPeOtfI",en,2020-11-15 22:51:36,2,3,"[{'text': '30DayMapChallenge', 'indices': [14, 32]}]",176337766,Danny Cullinane,timbertopper400,NW England,387,766,http://pbs.twimg.com/media/Em5jjbJW4AonGPN.jpg,https://t.co/5sGQPeOtfI
89,1328108268972072965,"New administrative divisions of Ukraine after 2020
#30DayMapChallenge Day 15: Connections
#QGIS Data: #OpenStreetMap contributors, personal https://t.co/j085NF86m8",en,2020-11-15 22:51:01,20,137,"[{'text': '30DayMapChallenge', 'indices': [51, 69]}, {'text': 'QGIS', 'indices': [90, 95]}, {'text': 'OpenStreetMap', 'indices': [102, 116]}]",14992557,gontsa,gontsa,"Cherkasy, Ukraine",4547,1417,http://pbs.twimg.com/media/Em5jQyVXIAE5AyJ.jpg,https://t.co/j085NF86m8
90,1328108099144732674,"Day 14 (Climate change) of #30DayMapChallenge 

Showing the ""Impacts of climate change on length of growing periods in Africa"" by Philip Thornton.

#NovemberMapChallenge 
#ClimateChange
#theGISgirl https://t.co/d0erCPle5Q",en,2020-11-15 22:50:20,1,1,"[{'text': '30DayMapChallenge', 'indices': [27, 45]}, {'text': 'NovemberMapChallenge', 'indices': [148, 169]}, {'text': 'ClimateChange', 'indices': [171, 185]}, {'text': 'theGISgirl', 'indices': [186, 197]}]",1269335161335959552,the GIS girl,TheGISGirl,,45,114,http://pbs.twimg.com/media/Em5jRs0WEAYZAsx.jpg,https://t.co/d0erCPle5Q
91,1328107510788542464,"Day 16 of #30DayMapChallenge: Islands

Pitcarin Island - one of the least populated and remote territories in the world. https://t.co/pmCJ5rvOjz",en,2020-11-15 22:48:00,21,264,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}]",93839237,Andrew DC,andrewdc_nz,"Christchurch City, New Zealand",495,165,http://pbs.twimg.com/media/Em2mvF0UcAAbVoB.jpg,https://t.co/pmCJ5rvOjz
92,1328102468056715265,"#30DayMapChallenge - Day 15: Connections

Passenger Numbers across Scotland’s Railway.

This heatmap visualises @railandroad’s Estimates of station usage (2018-2019) dataset.

https://t.co/RqD43a96vZ https://t.co/RZm2G8vokp",en,2020-11-15 22:27:57,1,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",12620762,Mike Coats,MikeCoatsDotCom,"Inverness, Scotland",295,1180,http://pbs.twimg.com/media/Em5eJv5XUAAHDq7.jpg,https://t.co/RqD43a96vZ
93,1328099709240557568,"#30DayMapChallenge Día 15: Conexiones. Transporte de pasajeros en avión desde Chile.🛫

#RStats #rspatial 

Código: https://t.co/ixhsC2ET66 https://t.co/oI3qz1yoFA",es,2020-11-15 22:17:00,5,7,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'RStats', 'indices': [87, 94]}, {'text': 'rspatial', 'indices': [95, 104]}]",30381129,Steph Orellana Bello,sporella,Chile,318,194,http://pbs.twimg.com/media/Em5VoMMXYAAs2Wr.png,https://t.co/ixhsC2ET66
