tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count
1464743481017094146,"@leeolney3 @R4DScommunity Day 24 - Historical map #30DayMapChallenge 
data source: Climatological Database for the World's Oceans 1750-1850 (inspired https://t.co/Ga9MEvdNPr)
@R4DScommunity #Rstats #rstudio #rspatials #DataScience #dataviz #infographic #maps https://t.co/QRzynbgKkg",285509027,2021-11-27 23:50:34+00:00,en,2,1,7,0,Twitter Web App,3_1464743444681740291,https://pbs.twimg.com/media/FFPQZwNWUAMYCXT.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2252,4411
1464741802603433985,"#30DayMapChallenge 
Day 26 - Choropleth map

Romania - marriages vs divorces normalized by population

Source: https://t.co/ops3RSxftu, https://t.co/iJbOLYoolz https://t.co/g4NQli9VsM",1453765598341705729,2021-11-27 23:43:53+00:00,en,3,0,10,0,Twitter Web App,3_1464741153287323651,https://pbs.twimg.com/media/FFPOUYGWQAMYXhQ.jpg,photo, ,Alexandru Frantiuc,CompleteMaps,False,28,25
1464739567328800775,"#30DayMapChallenge 
(Late) Day 26 - Choropleth

How would district names* of Cologne (Köln) score in a game of Scrabble?

Idea: @dgplacenames

Created in #rstats

* ""Names are not allowed!"" ☝️🧐 https://t.co/5lGt8QlhvJ",1139059532,2021-11-27 23:35:01+00:00,en,4,2,13,0,Twitter Web App,3_1464739246858772490,https://pbs.twimg.com/media/FFPMlaGXIAoOZgr.jpg,photo, ,Ansgar Wolsing,_ansgar,False,367,1014
1464737032035516423,"Day #20: Movement - 

A time series animation of U.S. earthquake data from @USGS showing monthly occurrences in 2020 and their magnitudes 

#30DayMapChallenge https://t.co/5PbAkdQzSh",281310591,2021-11-27 23:24:56+00:00,en,2,0,3,0,Twitter Web App,16_1464736524491177988,https://pbs.twimg.com/tweet_video_thumb/FFPKG8fWQAQm4-h.jpg,animated_gif, ,Taylor Johnston,TF_Johnston,True,1725,3005
1464736594456416260,"#30DayMapChallenge 
Day 27 - Heatmap

COVID cases in UK Local Authorities normalised to that the day with the most cases in each area is in red and ordered from North&gt;South.

But is it really a map?

I wrote a whole article about these kind of plots here:
https://t.co/zNCrpC0wMw https://t.co/eR3ujJ1zEV",2213909976,2021-11-27 23:23:12+00:00,en,2,2,14,1,Twitter Web App,3_1464736113843744781,https://pbs.twimg.com/media/FFPJvCtXsA0Dvyt.jpg,photo, ,Colin Angus,VictimOfMaths,False,14829,684
1464734733418565640,"Day 28. Not flat. Walk-on-Spheres… on a Sphere.
https://t.co/Owrsyf2uJ8
#30DayMapChallenge https://t.co/z1mGu7j0nX",201856958,2021-11-27 23:15:48+00:00,en,4,0,16,0,TweetDeck,3_1464734521287454722,https://pbs.twimg.com/media/FFPISV-XMAIFGHS.png,photo, ,Fil,recifs,False,2672,2495
1464731887927128067,#30DayMapChallenge #heatmap urban heat islands in @NASA_Landsat 8 TIRS thanks to @sentinel_hub bonus #guesswhere https://t.co/zV5LoUPjrA,1415047505461448704,2021-11-27 23:04:30+00:00,en,1,0,3,0,Twitter for iPhone,3_1464731883846045696,https://pbs.twimg.com/media/FFPF40vVEAAGb5l.jpg,photo, ,Andrew Fletcher,AndrewF11526574,False,99,258
1464730758703030276,"#30DayMapChallenge #Day27 Heatmap.
Feeling hot in the SW Pacific with La Niña? Here's what sea surface temperatures look like compared to the past 30 years. Climate data from @esaclimate and others processed with @xarray_dev. Map made with #PyGMT code at https://t.co/viyAYen3lB https://t.co/ZIiSgR4uMX",1371277058140041219,2021-11-27 23:00:00+00:00,en,1,0,2,0,TweetDeck,3_1464724788627132416,https://pbs.twimg.com/media/FFO_b0_UUAAcRFC.jpg,photo, ,伟吉,weiji14_,False,46,50
1464728749589598213,"Note to self: Don't do folder spring cleaning after #30DayMapChallenge without remembering where things were moved...
Day 27: Heatmap
Spruced up map I made in 2019 highlighting CA wildfires - Can I say Google Maps took inspo from me? 😅
https://t.co/ehBAAeGN3Z https://t.co/emphMpj714",32127911,2021-11-27 22:52:01+00:00,en,3,0,12,0,Twitter Web App,3_1464728638289588233,https://pbs.twimg.com/media/FFPC76GXsAkNzH9.jpg,photo, ,Z,Zaaaana_,False,405,343
1464720050150068234,"#30DayMapChallenge Day 26 Choropleth  

This may be a day late, but knowing how the Waffle House Index will impact me during upcoming winter storms is reassuring. https://t.co/0vyh8pCsQf",117610391,2021-11-27 22:17:27+00:00,en,11,1,74,3,Twitter for iPhone,3_1464720047235080201,https://pbs.twimg.com/media/FFO7H17XIAk8RUm.jpg,photo, ,laura,LauraSmithCarto,False,73,100
1464714212937285639,#30DayMapChallenge Day 27: Heatmap of Starbucks locations in the continental US. Definitely surprised to see such a concentration here in Chicago https://t.co/SagirydT8j,579246246,2021-11-27 21:54:16+00:00,en,2,0,6,0,Twitter Web App,3_1464713710480642049,https://pbs.twimg.com/media/FFO1W_rX0AEbrRV.jpg,photo, ,cas 🌎,cas_maps,False,220,1148
1464708930173640709,"Densidad y distancia promedio para encontrar farmacias o supermercados en #Lima 🇵🇪.
https://t.co/IRVZPq97bq
#30DayMapChallenge #Map #Carto #data #Mapping #COVID19 #Peru https://t.co/6VS4pg6G8f",3081831303,2021-11-27 21:33:16+00:00,es,0,0,2,0,Twitter Web App,3_1464708837416615938,https://pbs.twimg.com/media/FFOw7WGXwAIGZeo.jpg,photo, ,Properati Data,Properati_Data,False,1222,564
1464708834572779520,"Este mapa expone la distancia mínima que debes caminar para encontrar un supermercado 🛒 o una farmacia 💊 en #Quito. 
https://t.co/vfBwx24RAy
#30DayMapChallenge #Map #Carto #data #Mapping #COVID19 #Ecuador https://t.co/iH8uLYOfle",3081831303,2021-11-27 21:32:53+00:00,es,0,1,0,0,Twitter Web App,3_1464708748845461506,https://pbs.twimg.com/media/FFOw2MJXMAIIEGp.jpg,photo, ,Properati Data,Properati_Data,False,1222,564
1464707682661715969,"Día 27: #Heatmap. Durante la pandemia fue esencial identificar la ubicación y cantidad de establecimientos que cubrían productos de primera necesidad 🍎💊💉. 
https://t.co/MqwrGGmxvw
#30DayMapChallenge #Map #Carto #datosabiertos #data #Mapping #COVID19 #Bogota #Colombia https://t.co/XckaRTYoJ9",3081831303,2021-11-27 21:28:19+00:00,es,0,1,0,0,Twitter Web App,3_1464707032175546376,https://pbs.twimg.com/media/FFOvSRDXEAgdwVD.jpg,photo, ,Properati Data,Properati_Data,False,1222,564
1464704080031498244,"Day 27: HeatMap | #30DayMapChallenge 
This is not the most interesting heat map in the world, but I'm working on one. If you are mexican and you want to help me to do it send me a message :P https://t.co/ta0AdqqS0H",1263997606759403520,2021-11-27 21:14:00+00:00,en,1,0,8,0,Twitter Web App,3_1453107844849483780,https://pbs.twimg.com/media/FCp54tCWQAQBF7y.jpg,photo, ,Sebastián Estremo,S_Estremo,False,278,126
1464703208350232577,"#TidyTuesday #30DayMapChallenge
Day 27 : Heatmap | San Francisco Trees not maintained by DPW https://t.co/4C4O7NTuGb",1428864082329931777,2021-11-27 21:10:32+00:00,en,4,1,3,0,rstats2twitter,3_1464703200158703618,https://pbs.twimg.com/media/FFOrzNrWYAIyIkm.jpg,photo, ,Kraggle,JCraggy,False,33,22
1464701632357158916,"#30DayMapChallenge Day 27, Heatmap!  I did a literal heat map showing the west's bad 2021 fire season. Made with   https://t.co/9bMq4iM64t
@CAL_FIRE, @OSFM, @waDNR_fire https://t.co/DLiM9kViHe",277272757,2021-11-27 21:04:16+00:00,en,0,0,1,0,Twitter Web App,3_1464700701729165317,https://pbs.twimg.com/media/FFOphyTVEAUO_Sz.jpg,photo, ,Steve Cline,SteveClineBird,False,151,247
