tweet_id,text,author_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,source,media_key,media_url,media_type,media_view,user_name,user_username,user_verified,user_followers_count,user_following_count,user_location
1462929681267761153,#30DayMapChallenge Day 22 Boundaries https://t.co/L5grMXhbe0,117610391,2021-11-22 23:43:10+00:00,en,1,0,16,0,Twitter for iPhone,3_1462929678516240387,https://pbs.twimg.com/media/FE1eyqtWQAMrdHZ.jpg,photo, ,laura,LauraSmithCarto,False,83,100, 
1462926366157025285,"#30DayMapChallenge 
Día 22. Te mostramos la propuesta de la Carta General del Estado de Jalisco por regiones. https://t.co/0LqzBt4Kby",2239825712,2021-11-22 23:30:00+00:00,es,4,0,9,0,Twitter Web App,16_1462908365185568770,https://pbs.twimg.com/tweet_video_thumb/FE1LaEXVUAI7h-q.jpg,animated_gif, ,IIEG Jalisco,IIEGJ,False,5475,0,"Jalisco, México"
1462925270231441414,"#30DayMapChallenge day 22: boundaries. Himalayan borders, with claims and actual control. More at https://t.co/LDsU8x9HST https://t.co/RPhgtEoGZ6",840682774403133441,2021-11-22 23:25:38+00:00,en,3,1,6,0,Twitter for iPhone,3_1462925265592537089,https://pbs.twimg.com/media/FE1axzSWUAE0skd.jpg,photo, ,HistoCarte,HistoCarte,False,77,69, 
1462921240537178114,"#30DayMapChallenge 

Day 22: Boundaries

The boundaries of the City of #London, within the boundaries of London itself, in a circle https://t.co/mMQwxVboAI",1422832836,2021-11-22 23:09:38+00:00,en,1,0,5,0,Twitter Web App,3_1462921101911244807,https://pbs.twimg.com/media/FE1W_cXXwAcyEwz.jpg,photo, ,Alvin,alvinometric,False,601,502,Freedom-Day Fiefdom 
1462919972213170183,"Day 20 - Movements #30DayMapChallenge 
Italy - @Alitalia flights data from https://t.co/MLb4jRNNOB
inspired by @geokaramanis and @DataPlanes &amp; @openflights 
ITA Airways acquired Alitalia for 90 million di euro (14 October 2021) @R4DScommunity #RStat #maps
https://t.co/0yH8xElKNU https://t.co/QdOMAvvUiv",285509027,2021-11-22 23:04:35+00:00,en,0,1,4,0,Twitter Web App,3_1462918313709813761,https://pbs.twimg.com/media/FE1UdJgWQAE4ZVR.jpg,photo, ,Federica Gazzelloni®,FGazzelloni,False,2257,4415,World
1462919313732612098,"#30DayMapChallenge día 21 elevación #elevation.

No hay manera de seguir el ritmo del reto, pero tengo por aquí este vídeo del otro día (realmente es un fallo cuando estoy generando modelos en #3D) que queda simpático, y recuerda un poco a la técnica de @helenmakesmaps... https://t.co/UuLgW7OOs0",1205192839145111557,2021-11-22 23:01:58+00:00,es,4,3,25,0,Twitter Web App,7_1462918691423760397,https://pbs.twimg.com/ext_tw_video_thumb/1462918691423760397/pu/img/-ES2ILw8Hj4fA2DV.jpg,video, ,Pedro Suárez 🔗 x-y.es,x_y_es,False,4901,162,Las Palmas de Gran Canaria
1462918884550496257,"Day 22 of the #30DayMapChallenge is borders. I tried out #RStats roughsf to depict the area around Warwickshire. 
Code here: https://t.co/qGFIHHNHw2 https://t.co/rESP72QON9",525654957,2021-11-22 23:00:16+00:00,en,2,0,2,0,Twitter Web App,3_1462918610519826437,https://pbs.twimg.com/media/FE1UubNXoAUuWaD.jpg,photo, ,Alan Haynes,aghaynes,False,124,190,"Oftringen, Schweiz"
1462918760633880583,"#30DayMapChallenge day 22: Boundaries
I choose a gated community as an example of boundaries we might be not aware of, even if one is in our neightborhood. https://t.co/rND06oFUkx",1454920710812487680,2021-11-22 22:59:46+00:00,en,0,0,1,0,Twitter Web App,3_1462918177491464194,https://pbs.twimg.com/media/FE1UVODXMAIuz8-.jpg,photo, ,nordaufnordost,nordaufnordost,False,2,0, 
1462917465785225217,"Day 22 of the #30DayMapChallenge: Boundaries. The borders of European countries and US states (not perfectly to scale). Color indicates the rank of the country's land area (larger area = warmer color). 

Code: https://t.co/VyHHDlJBTi https://t.co/cWrSI4ooFs",3092393211,2021-11-22 22:54:38+00:00,en,1,0,10,0,Twitter Web App,3_1462916092943290369,https://pbs.twimg.com/media/FE1Sb4gWUAE_HQ_.png,photo, ,Iva Brunec,IvaBrunec,False,1217,818,"Philadelphia, PA"
1462915357920968711,"#30DayMapChallenge #day22 - #boundaries
A global map of where rivers form national boundaries. I thought I was going to have to work out where rivers and national boundaries were coincident, but happy to find a recent dataset available that did just that: https://t.co/7AaA0qCDzN https://t.co/9cl39Opauj",925570614,2021-11-22 22:46:15+00:00,en,1,0,13,0,Twitter Web App,3_1462915312102346753,https://pbs.twimg.com/media/FE1RubpXEAEhQNd.jpg,photo, ,Heather Chamberlain,HeatherCh100,False,601,929, 
1462914821662429188,"#30DayMapChallenge
Day 22: Boundaries
ehemalige Innerdeutsche Grenze https://t.co/xVDbaJAu94",91548216,2021-11-22 22:44:07+00:00,de,2,0,5,0,Twitter Web App,3_1462914756667494405,https://pbs.twimg.com/media/FE1ROGfX0AUGkNM.jpg,photo, ,Cord Niehaus,Cordster76,False,89,606,"Bremen, Germany"
1462913962773733381,"Día 22. #Boundaries. En Latinoamérica compartimos el gusto por la comida exquisita y los sabores de nuestra tierra. Un atributo que no tiene #fronteras. Averiguamos lo qué aprendimos a hacer durante la cuarentena: https://t.co/rLTqr0S2On 
#30DayMapChallenge #Map #SinFronteras https://t.co/cpjfHdTFvk",3081831303,2021-11-22 22:40:43+00:00,es,4,0,5,1,Twitter Web App,3_1462913940426477571,https://pbs.twimg.com/media/FE1QelwWUAMVS2P.jpg,photo, ,Properati Data,Properati_Data,False,1223,564, 
1462913528944287749,"Day 22 in #30DayMapChallenge Boundaries: which drunkard has drawn the boundary between Gausdal and Nordre Land municipality? And why hasn’t it been straightened out?
The answer lies in historical images: /1
@MapsNorway @tjukanov @BlomNorway https://t.co/6lCLsbJpam",741266268,2021-11-22 22:38:59+00:00,en,3,1,19,0,Twitter Web App,3_1462913497835126787,https://pbs.twimg.com/media/FE1QE0-WQAMDx_-.jpg,photo, ,Floris Groesz,SirJanosFroglez,False,73,173, 
1462912622056161281,"#30DayMapChallenge

Day 21 - Elevation
Average elevation of Bolivia.

Día 21 - Elevación
Elevación promedio de Bolivia.

Data source/Fuente datos: Hydrosheds SRTM elevación con corrección de vacios, remuestreado a píxel de 20km.
Prepared/Elaborado: QGIS, LibreOffice Impress https://t.co/DPCNDavFlI",38113384,2021-11-22 22:35:23+00:00,es,1,1,5,0,Twitter Web App,3_1462911948312526851,https://pbs.twimg.com/media/FE1OqojXwAMGWsl.png,photo, ,Eric Armijo,rcrmj,False,177,147,"Santa Cruz, Bolivia"
1462912089392140299,"#30DayMapChallenge Day 22 - Boundaries
Parakanp's land, indigenous territory in Brazil. Their bounderies, and all the other indigenous territories are basically what is holding the forest. This satellite image hurts.
#QGIS https://t.co/x4J1tmydwC",180939408,2021-11-22 22:33:16+00:00,en,1,1,7,0,Twitter Web App,3_1462911569550098439,https://pbs.twimg.com/media/FE1OUljXwAcez2z.jpg,photo, ,torts,tgsousa_,False,1010,1150, 
1462911375429324805,#30DayMapChallenge 2021 - Day 22: Boundaries https://t.co/kQOLyTfiKO,1180074260385206277,2021-11-22 22:30:26+00:00,en,1,1,5,0,Twitter for Android,3_1462911368827490306,https://pbs.twimg.com/media/FE1OI5zX0AI0tej.jpg,photo, ,Aaron Koelker,AaronKoelker,False,237,283,"Tallahassee, FL"
1462908655607721987,"Disputed areas
#30DayMapChallenge
2021 Day 22: Boundaries
Natural Earth's data https://t.co/SxfdkMEsxK",113368957,2021-11-22 22:19:37+00:00,en,2,0,5,0,Twitter Web App,3_1462908476015923208,https://pbs.twimg.com/media/FE1LghPWUAgjWU0.jpg,photo, ,Igor Rosca,IgorRoshka,False,33,127,Germany
1462906371368648713,#30DayMapChallenge Day 22: Boundaries. Historical county boundaries of Texas with sketch style. Made with #ArcGISPro https://t.co/LyYpp5l0YT,3536376796,2021-11-22 22:10:33+00:00,en,1,2,8,0,Twitter for iPhone,3_1462906362963193865,https://pbs.twimg.com/media/FE1JlhgUcAkGqGe.jpg,photo, ,Zihan Song,song_zihan,False,201,78,"Redlands, CA"
1462906188732026892,"#30DayMapChallenge boundaries :: 
Atlas des limites entre la France et la Prusse (1833)
Atlas der Grenzen zwischen Frankreich und Preußen 

https://t.co/CEKw0jF0ue 

Navigation with arrow buttons or keys 【Q】【W】

/maps via @cdvsaarlorlux #codingdavinci https://t.co/rP8gl3pEnU",853214807826325508,2021-11-22 22:09:49+00:00,de,3,1,7,0,Twitter Web App,3_1462905484223123462,https://pbs.twimg.com/media/FE1IyX8XEAYDZ9S.jpg,photo, ,Chrono Research Lab,chronohh,False,1228,2168,"Hamburg, Germany"
1462905022396645382,"#30DayMapChallenge Day 22: Boundaries #QGIS 🗺️

ES - Mapa de los 78 concejos de #Asturias en 2021 
EN - Map of the 78 Asturian councils in 2021. 
FR - Carte des 78 municipalités asturiennes en 2021. https://t.co/UgbREOxID7",1054684076207230976,2021-11-22 22:05:11+00:00,es,0,0,3,0,Twitter Web App,3_1462900172371943427,https://pbs.twimg.com/media/FE1D9LwWYAMRHV2.jpg,photo, ,GiSjon,gis_jon,False,4,5,Gijón
1462904217035755520,"@sarahbellmaps At @sarahbellmaps request, here's Waffle Houses vs. IHOP. Not a one-to-one comparison at all, however! #wafflehouse #ihop #30DayMapChallenge https://t.co/cCs1sBqoa9",13215962,2021-11-22 22:01:59+00:00,en,3,5,22,0,Twitter Web App,3_1462904159963955201,https://pbs.twimg.com/media/FE1HlSsXwAEB6xB.jpg,photo, ,Jerry Shannon,jerry_shannon,False,2111,1682,"Athens, GA"
1462903722711781376,"@kennethfield I did a similar map for the Boundaries day of the inaugural #30DayMapChallenge back in 2019, and it was my least popular map of the month...!

https://t.co/EfQFI1Eqj8 https://t.co/vWXad1vLA8",1020137956869222401,2021-11-22 22:00:01+00:00,en,1,0,3,0,Twitter Web App,3_1462903641812078592,https://pbs.twimg.com/media/FE1HHIbVkAAJWhf.jpg,photo, ,Andrew Tyrrell,SouthArrowMaps,False,1479,217,"Christchurch, New Zealand"
1462902299806818313,"Day 22, #30DayMapChallenge: boundaries! Lake Victoria, Africa's largest lake and the world's second-largest freshwater lake. It crosses the boundaries of Kenya, Uganda, and Tanzania. 

So relieved that I decided to render it two ways.

#rayshader adventures, an #rstats tale https://t.co/DNBOO8zxrN",946151815,2021-11-22 21:54:22+00:00,en,9,3,64,1,Twitter Web App,3_1462901730274906113,https://pbs.twimg.com/media/FE1FX3ZXEAE-kxZ.jpg,photo, ,flotsam,researchremora,False,2778,970,the ivory bowl
1462901308613173260,"#30DayMapChallenge - 22 - Expanding on day 2 here, and sure, correlation ≠ causation, but there's *something* about parish boundaries &amp; #Roman roads (although entirely distinct temporally, so really it's just illustrating the continued use of #Roman roads over time). https://t.co/NuPvwBSWYy",2224550306,2021-11-22 21:50:26+00:00,en,2,1,6,0,Twitter Web App,3_1462901022771367941,https://pbs.twimg.com/media/FE1EurvX0AU4I7-.jpg,photo, ,MonkeyOnTheMountainⓋ,Monk_Po,False,412,610,Rainbow Unicorn Mountain-SWUK
1462901289013190662,"Day 22: Boundaries #30DayMapChallenge 

Where do people think East Europe is?

#polls #survey #opinion #data #bias #knowledge #testing #map https://t.co/g9COZr0eNG",793464945971257350,2021-11-22 21:50:21+00:00,en,9,5,47,1,Twitter Web App,3_1462900182899642368,https://pbs.twimg.com/media/FE1D9y-WUAALBtL.jpg,photo, ,Design for Movement,Steer_DfM,False,326,115,"Europe, N.America, LATAM, Asia"
1462900751391465474,23 GHSL. #30DayMapChallenge using the population estimate set to visual population density around Edinburgh. #Qgis -&gt; .png -&gt; #aerialod -&gt; .ply -&gt; #blender https://t.co/0CWShJOguA,363276700,2021-11-22 21:48:13+00:00,en,2,1,39,0,Twitter Web App,7_1462900161236119556,https://pbs.twimg.com/ext_tw_video_thumb/1462900161236119556/pu/img/Jy46bF00gwkp6W_H.jpg,video, ,Steven Kay,stevefaeembra,False,1257,424,Edinburgh
1462900258980069384,"#30DayMapChallenge 2021 Day 22: Borders
River migration and Army Corps engineering have changed the course of the #MississippiRiver over time. Many state borders, however, have remained static, creating a series of exclaves along the river. Data: USGS https://t.co/IKm0los04d",869709367737634816,2021-11-22 21:46:15+00:00,en,49,4,318,3,Twitter Web App,16_1462898570869161986,https://pbs.twimg.com/tweet_video_thumb/FE1Cf9sVQAIqNky.jpg,animated_gif, ,Daniel Coe,geo_coe,False,3423,196,"Olympia, WA"
1462898792873619459,Delimitación de la zona que evitan usuarias del sistema de bicicleta pública del área metropolitana de Guadalajara @MiBiciPublica Boundary of stations that female users avoid from the public bicycle system of the Guadalajara metropolitan area #30DayMapChallenge https://t.co/VrPWHwLshs,97729765,2021-11-22 21:40:26+00:00,ca,5,0,15,0,Twitter Web App,3_1462898426631233540,https://pbs.twimg.com/media/FE1CXkXVIAQM-Ak.jpg,photo, ,Carlos Ruiz,cruizch,False,510,97,"Zapopan, México"
1462897370908311555,"#30DayMapChallenge | Day 14 | #NewTool
One of the other trials: #Berlin as a composition of semantic ui elements. The red Currywurst indicates my home place.
Made with the Semantic Pixelator app by @appsilon. https://t.co/sei83tYMsp https://t.co/KgiwhRrX3L",3092381638,2021-11-22 21:34:47+00:00,en,1,0,11,0,Twitter Web App,3_1462896957756694535,https://pbs.twimg.com/media/FE1BCEYWYAcw7UQ.png,photo, ,Cédric Scherer,CedScherer,False,13776,1937,"Berlin, Germany"
1462895387602210817,"#30DayMapChallenge | Day 14 | #NewTool
A freestyle hand-drawn map centred on Antarctica. 

I tried several things but wasn't happy with the flexibility of the tools I've tried out. @inkarnaterpg definitely gave me the flexibility—maybe even too much of it. https://t.co/XUm9KTB87i",3092381638,2021-11-22 21:26:54+00:00,en,3,4,32,0,Twitter Web App,3_1462895113668079617,https://pbs.twimg.com/media/FE0_WunXMAEzAy-.jpg,photo, ,Cédric Scherer,CedScherer,False,13776,1937,"Berlin, Germany"
1462894932780273664,"#30DayMapChallenge 2021 | Day 22 Boundaries | Functional regions of human mobility and social networks | Regions from GPS trips and commuter networks have the least possibility for #covid crossing those boundaries @urbanclio @masonporter
 https://t.co/5S29cvFsEP https://t.co/PCGKV8YO8A",203130075,2021-11-22 21:25:05+00:00,en,1,0,6,0,Twitter Web App,3_1462894876832542724,https://pbs.twimg.com/media/FE0_I8VXsAQwu3X.jpg,photo, ,Caglar Koylu,caglarkoylu,False,300,465, 
1462891155998355456,"#30DayMapChallenge
Day 22 - Boundaries

I've always wanted to learn how to make isochrone maps. It turns out it is *extremely* easy with the {osrm} R package.

Anyway, here's all the places I could get to and back within an hour by car, bike or on foot. https://t.co/q304e3VXFT",2213909976,2021-11-22 21:10:05+00:00,en,2,7,54,1,Twitter Web App,3_1462890722236022785,https://pbs.twimg.com/media/FE07XHQXwAEM61X.jpg,photo, ,Colin Angus,VictimOfMaths,False,14874,684, 
1462890270882770958,"#30DayMapChallenge Day 22: Boundaries

Department &amp; Municipality boundaries in El Salvador 🇸🇻 
Data: DIVA-GIS
Tool: opensource #QGIS  Author: Fabiola Pineda https://t.co/l1sX4aBN4Q",1410690928210235396,2021-11-22 21:06:34+00:00,ca,3,0,6,0,Twitter Web App,3_1462889420382773257,https://pbs.twimg.com/media/FE06LVeXoAk-WMR.jpg,photo, ,SIG UCA,sig_uca,False,71,105,El Salvador
1462889590000394251,"22. Boundaries
#30DayMapChallenge https://t.co/lU1Eu53VaO",807289,2021-11-22 21:03:52+00:00,en,1,2,7,1,Twitter Web App,3_1462889524539891724,https://pbs.twimg.com/media/FE06RZfXIAwc5wD.jpg,photo, ,Martin Kleppe,aemkei,False,8660,404,"Hamburg, Germany"
1462887494412816386,#30DayMapChallenge #day22+19 🌍🏝️Island and boundaries with frontiers in Cyprus geopolitical problem #comparativemap contains a satellite view of Nicosia 🔽🔽🔽@IGNFrance #Éduthèque #Édugéo https://t.co/LkjJ4LWDWG https://t.co/tl6pixWecH,4121790137,2021-11-22 20:55:32+00:00,en,2,0,5,0,Twitter Web App,3_1462887035090395143,https://pbs.twimg.com/media/FE04AfkWYAc9O2Y.jpg,photo, ,Mathieu Chartier,mathieuchartie2,False,429,395,"N Côte-d'Or, Bourgogne, France"
