,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
111,1328841379460636673,"#30DayMapChallenge Day 17: Historical

Published in 1573, Cambriae Typus by Humphrey Llwyd is the earliest printed map to show Wales as a separate country to the rest of Britain. 

Digitised by The National Library of Wales - Llyfrgell Genedlaethol Cymru

https://t.co/TLxbcYDyr4 https://t.co/GHTyoLx8X2",en,2020-11-17 23:24:08,3,4,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",996371006519496705,Menna Bell,BellMenna,"Wales, United Kingdom",17,96,http://pbs.twimg.com/media/EnD7tDyW8AoT52V.jpg,https://t.co/TLxbcYDyr4
112,1328840723974778880,"Tartu growing, change of town boarders and dense built region mapped by Statistics in 2012. #30DayMapChallenge Day 17 Historical https://t.co/Hx4fi1hvzC",en,2020-11-17 23:21:31,1,2,"[{'text': '30DayMapChallenge', 'indices': [92, 110]}]",40151250,Tõnu Oja,tonuoja,,29,35,http://pbs.twimg.com/media/EnD9i65XIAcVZKC.jpg,https://t.co/Hx4fi1hvzC
114,1328839260561092611,"#30DayMapChallenge
#Day_14
#JungfrauAletschBietschhorn
#Switzerland 
#Alps
#ClimateChange
#Glacier
#Sentinel2 
#Landsat1 https://t.co/xq5arPbGG0",und,2020-11-17 23:15:43,0,0,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Day_14', 'indices': [19, 26]}, {'text': 'JungfrauAletschBietschhorn', 'indices': [27, 54]}, {'text': 'Switzerland', 'indices': [55, 67]}, {'text': 'Alps', 'indices': [69, 74]}, {'text': 'ClimateChange', 'indices': [75, 89]}, {'text': 'Glacier', 'indices': [90, 98]}, {'text': 'Sentinel2', 'indices': [99, 109]}, {'text': 'Landsat1', 'indices': [111, 120]}]",605417877,Daniel Ibáñez Campos,dic1991,Barcelona,61,578,http://pbs.twimg.com/media/EnD8MwIW8AE1cc4.jpg,https://t.co/xq5arPbGG0
118,1328828289620742145,"Taking it back to day 15 of the #30DayMapChallenge (connections), I created a map that shows the nearest rail station to each airport in Japan. I love using new tools in #QGIS to be able to learn the program better and problem solve with new analysis tools! #Geospatial https://t.co/Vtg9R7QFOq",en,2020-11-17 22:32:07,2,2,"[{'text': '30DayMapChallenge', 'indices': [32, 50]}, {'text': 'QGIS', 'indices': [170, 175]}, {'text': 'Geospatial', 'indices': [258, 269]}]",1311526141983772673,Rachel Finerman,RFinerman,,30,76,http://pbs.twimg.com/media/EnDyRjwUwAEogYN.jpg,https://t.co/Vtg9R7QFOq
119,1328827879472451586,"An easy one for #30DayMapChallenge No. 17 Historical map (to catch up): A 1850s map of European mail coach, railways &amp; boat services, taken from a travel guide from Verlags-Comptoir, a Hamburg-based publisher. I will upload a higher res shortly, should be royality-free by now 🤔 https://t.co/6w8kIRMXuj",en,2020-11-17 22:30:29,1,1,"[{'text': '30DayMapChallenge', 'indices': [16, 34]}]",281177027,Isaak,fleischkas,Wien,142,983,http://pbs.twimg.com/media/EnDxQHnXcAEnmTw.jpg,https://t.co/6w8kIRMXuj
120,1328825618868412420,"#30DayMapChallenge No. 16 Island(s): Here's a map indicating the southernmost point of Tokyo. You say Tokyo is not an island for itself? Correct, the main city is located on Honshū, but a few islands off the coast are part of the municipality. Like its southernmost point 沖ノ鳥島 https://t.co/Yc0N8I1JLI",ja,2020-11-17 22:21:30,2,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",281177027,Isaak,fleischkas,Wien,142,983,http://pbs.twimg.com/media/EnDv0A2XMAAk3zj.jpg,https://t.co/Yc0N8I1JLI
122,1328821866358665217,"Day 18: landuse

Intensification: land use change from 1990 to 2016 in part of Waitaha/Canterbury, Aotearoa/New Zealand. 

@qgis + @LINZLDS (topo + boundaries + names) + @mfe_news (LUCAS) #30DayMapChallenge https://t.co/SaH4lX1Adj",en,2020-11-17 22:06:35,1,1,"[{'text': '30DayMapChallenge', 'indices': [188, 206]}]",12306,Luis Apiolaza 🧮🍃📷⏚,zentree,"Ōtautahi, Aotearoa",1292,278,http://pbs.twimg.com/media/EnDsaOKUUAAK1gD.jpg,https://t.co/SaH4lX1Adj
123,1328820964474445830,"#30DayMapChallenge 
Day 17: Historical map

۞ Almoravid Empire (Morocco) 1056-1147 ۞

#AlmoravidEmpire #Empire #Morocco #ولا_غالب_إلا_الله https://t.co/NROnRKnDtD",en,2020-11-17 22:03:00,1,7,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'AlmoravidEmpire', 'indices': [86, 102]}, {'text': 'Empire', 'indices': [103, 110]}, {'text': 'Morocco', 'indices': [111, 119]}, {'text': 'ولا_غالب_إلا_الله', 'indices': [120, 138]}]",1235881627684921344,EL JARMOUNI Mohamed,EljarmouniMed,"Casablanca, Grand Casablanca",125,493,http://pbs.twimg.com/media/EnDrnzfWEAMWnwx.jpg,https://t.co/NROnRKnDtD
124,1328819605737967619,"Reconstruction of the Dnipro river (Ukraine) riverbed before flooding by the reservoir in 1959.
#30DayMapChallenge Day 17: Historical map
#QGIS, #OpenStreetMap, Old Maps, My Personal project files https://t.co/WlBlI8ZpMC",en,2020-11-17 21:57:36,13,53,"[{'text': '30DayMapChallenge', 'indices': [96, 114]}, {'text': 'QGIS', 'indices': [138, 143]}, {'text': 'OpenStreetMap', 'indices': [145, 159]}]",14992557,gontsa,gontsa,"Cherkasy, Ukraine",4557,1416,http://pbs.twimg.com/media/EnDqKEYXYAE2u6h.jpg,https://t.co/WlBlI8ZpMC
125,1328818875530670088,"Dumfries and Galloway in Ptolemy's Geography Book II, 3, 2
Not shown are the 'cities' Lucopibia (?~Glenlochar), Rerigonium (?~Stranraer) and Uxellum (?Ward Law) mentioned in Book II, 3, 5-7.
#30DayMapChallenge #Day17 #Historical #QGIS #GIMP https://t.co/561oXT6jLk",en,2020-11-17 21:54:42,3,8,"[{'text': '30DayMapChallenge', 'indices': [191, 209]}, {'text': 'Day17', 'indices': [210, 216]}, {'text': 'Historical', 'indices': [217, 228]}, {'text': 'QGIS', 'indices': [229, 234]}, {'text': 'GIMP', 'indices': [235, 240]}]",1081900377853829120,D&G place-names,dgplacenames,,586,302,http://pbs.twimg.com/media/EnDmEodXYAMlW5B.jpg,https://t.co/561oXT6jLk
