,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
146,1326674854116929536,Incendios forestales ocurridos en Zapopan en 2017 @ZapopanGob @AmbienteZapopan @SemadetJal @MdeFuegoSEMADET @UMPCyBZ #30DayMapChallenge https://t.co/H1y7c4mX3l,es,2020-11-11 23:55:08,2,0,"[{'text': '30DayMapChallenge', 'indices': [117, 135]}]",97729765,Carlos Ruiz,cruizch,"Guadalajara, México",253,89,http://pbs.twimg.com/media/EmlLpB6U4AIyv84.jpg,https://t.co/H1y7c4mX3l
147,1326672749251751936,"The #Belfast 'peace line' began as a temporary barrier to separate the communities of the #Shankill and #Falls Roads in West Belfast. Today it is a series of connected walls, gates and barriers still segregating communities. #30DayMapChallenge Day 11 #3d #LiDAR @opendatani https://t.co/K7SBzuABfP",en,2020-11-11 23:46:46,3,21,"[{'text': 'Belfast', 'indices': [4, 12]}, {'text': 'Shankill', 'indices': [90, 99]}, {'text': 'Falls', 'indices': [104, 110]}, {'text': '30DayMapChallenge', 'indices': [225, 243]}, {'text': '3d', 'indices': [251, 254]}, {'text': 'LiDAR', 'indices': [255, 261]}]",3308382005,Conor Graham - Geography Jedi 🏞️🛰️⛰️🌋🌎🌏🌍,GeoConor,Northern Ireland,2351,5002,http://pbs.twimg.com/media/EmlJKhGXIAAnqUn.jpg,https://t.co/K7SBzuABfP
148,1326672353112174592,"Day 12 of #30DayMapChallenge – Map Not Made With GIS Software

Heaphy Track

A map I made on the beach last week before spending 4 days walking the Heaphy Track, South Island, NZ

Sticks = track
Leaves = hut/campsite
Wavy lines = sea
Boot prints = bush

#NZGreatWalks #NZHellhole https://t.co/pgKqu6bytX",en,2020-11-11 23:45:12,4,18,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}, {'text': 'NZGreatWalks', 'indices': [254, 267]}, {'text': 'NZHellhole', 'indices': [268, 279]}]",1020137956869222401,Andrew Tyrrell,SouthArrowMaps,"Christchurch, New Zealand",1084,188,http://pbs.twimg.com/media/EmlJdmzUYAEwt7K.jpg,https://t.co/pgKqu6bytX
150,1326668375800438784,"Día 9 Monocromático / monochrome
espero recuperar el ritmo, vialidades de la ciudad de Ensenada Baja California, México, a modo de cuadro para la sala, datos de @openstreetmap 
#30DayMapChallenge https://t.co/HiVgimLZ2V",es,2020-11-11 23:29:23,2,5,"[{'text': '30DayMapChallenge', 'indices': [177, 195]}]",756293041,El Reta,EnriqueRetamoza,,367,604,http://pbs.twimg.com/media/EmlFa1OVMAEV9_-.jpg,https://t.co/HiVgimLZ2V
151,1326667901525512192,"#30DayMapChallenge day 11: 3d maps.

Mount Kilimanjaro in all its rayshader beauty! Many thanks to @tylermorganwall for this awesome package! https://t.co/Z6gajaDX90",en,2020-11-11 23:27:30,3,17,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",61612315,Nathanael Sheehan,MrNSheehan,"Falmouth, England",8912,589,http://pbs.twimg.com/media/EmlE29yW8A0hNv_.png,https://t.co/Z6gajaDX90
152,1326665005786427394,"Day 12 of #30DayMapChallenge - Map not made with GIS software

Auckland and Christchurch Typography maps (from the archives) - made with #OSM data and Illustrator. https://t.co/Wj3vqZuaD6",en,2020-11-11 23:16:00,5,33,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}, {'text': 'OSM', 'indices': [137, 141]}]",93839237,Andrew DC,andrewdc_nz,"Christchurch City, New Zealand",415,165,http://pbs.twimg.com/media/EmkIBiOVkAAbLtU.png,https://t.co/Wj3vqZuaD6
153,1326664333384970240,A mapalike pseudo 3D of the centre of Tartu. ALS points. Data Estonian Land Board. #30DayMapChallenge Day 11 3D #QTR https://t.co/WUgNmvojCH,en,2020-11-11 23:13:19,1,4,"[{'text': '30DayMapChallenge', 'indices': [83, 101]}, {'text': 'QTR', 'indices': [112, 116]}]",40151250,Tõnu Oja,tonuoja,,19,28,http://pbs.twimg.com/media/EmlCAP4XMAAm4xR.jpg,https://t.co/WUgNmvojCH
154,1326663009268281344,"#30DayMapChallenge #day11 map of La Réunion, with that tiny village called as my daughter https://t.co/jd11sXDMKA",en,2020-11-11 23:08:04,3,28,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'day11', 'indices': [19, 25]}]",2758549970,Riccardo Pravettoni,Ricccarto,"Paris, France",438,606,http://pbs.twimg.com/media/EmlA-TAXUAABsQB.jpg,https://t.co/jd11sXDMKA
155,1326662070381797377,"#Day10 : Grid 
#30DayMapChallenge
 
Une cartographie du risque d'inondation dans le département du plateau (Communes de Pobè et Adja-Ouèrè). Estimation obtenue suite à une analyse multicritère avec Weighted Overlay de ArcMap. https://t.co/swPsyEp4jN",fr,2020-11-11 23:04:20,1,3,"[{'text': 'Day10', 'indices': [0, 6]}, {'text': '30DayMapChallenge', 'indices': [15, 33]}]",1076222694,Lionel,lioneltodome,,56,191,http://pbs.twimg.com/media/EmlAFoAXEAEK4oR.png,https://t.co/swPsyEp4jN
156,1326660731387977734,"couple of views of London made with LIDAR and #Aerialod for #30daymapchallenge's 3D day - Regent's Park, St Paul's and the City, and Heathrow. #northisasocietalconstruct https://t.co/GwCXEoBS1x",en,2020-11-11 22:59:01,1,19,"[{'text': 'Aerialod', 'indices': [46, 55]}, {'text': '30daymapchallenge', 'indices': [60, 78]}, {'text': 'northisasocietalconstruct', 'indices': [143, 169]}]",14913762,vicky johnson-dahl,hurricanevicky,"Washington, DC",965,848,http://pbs.twimg.com/media/Emk-0CQWEAEgwMq.jpg,https://t.co/GwCXEoBS1x
157,1326660058520883213,"#30DayMapChallenge 3D

#metrodela80 tomó referencia de valor del suelo en 2016, esos valores se deben actualizar teniendo en cuenta dinámica específica del sector donde se hace la intervención. Hoy solo se actualiza con un ""promedio"" de la ciudad

https://t.co/O5qD6okyip https://t.co/VTcRhRIMc7",es,2020-11-11 22:56:20,2,4,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'metrodela80', 'indices': [23, 35]}]",1193871042558730241,vecinosdela80,vecinosdela80,,1256,3988,http://pbs.twimg.com/media/Emk3aZuW8AEaKct.jpg,https://t.co/O5qD6okyip
