,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
62,1331387111778496513,"#30DayMapChallenge

Day 23: Boundaries

Administrative boundaries of Greenland

#rstats #rspatial https://t.co/kg1q3lc39C",en,2020-11-24 23:59:58,3,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'rstats', 'indices': [80, 87]}, {'text': 'rspatial', 'indices': [88, 97]}]",45565875,Emil Malta ❄️,emilmalta,Nuuk,200,956,http://pbs.twimg.com/media/EnoJT_BWEAMchg_.jpg,https://twitter.com/twitter/statuses/1331387111778496513
63,1331384705707438080,"Modelo de elevación discreto del área metropolitana de Guadalajara que muestra urbanización sobre causes, barrancas y cerros @CMICJALISCO @urbanistasjal #30DayMapChallenge https://t.co/xIVoG5aXtC",es,2020-11-24 23:50:24,3,4,"[{'text': '30DayMapChallenge', 'indices': [153, 171]}]",97729765,Carlos Ruiz,cruizch,"Guadalajara, México",266,90,http://pbs.twimg.com/media/Enn5g4HVcAAsCbb.jpg,https://twitter.com/twitter/statuses/1331384705707438080
64,1331379572261064705,"#30DayMapChallenge
Día 24: Elevación. 
Principales elevaciones de la Zona Metropolitana de Guadalajara. 

Consulta el mapa 3D: https://t.co/9Q008j49Pe https://t.co/eZzRKPjBGB",es,2020-11-24 23:30:00,4,8,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",2239825712,IIEG Jalisco,IIEGJ,"Calzada de los Pirules #71, Ciudad Granja, Zapopan, Jalisco",4778,0,http://pbs.twimg.com/media/Enn8YepXIAAJC6F.jpg,https://twitter.com/twitter/statuses/1331379572261064705
65,1331379303385337856,"Day 24 - Elevation of the #30DayMapChallenge 
Amsterdam in 3D!
#rstats #rspatial #rayshader https://t.co/2FYyifdJZm",en,2020-11-24 23:28:56,5,11,"[{'text': '30DayMapChallenge', 'indices': [26, 44]}, {'text': 'rstats', 'indices': [63, 70]}, {'text': 'rspatial', 'indices': [71, 80]}, {'text': 'rayshader', 'indices': [81, 91]}]",633596180,Ahmadou Dicko,dickoah,Senegal,1669,1416,http://pbs.twimg.com/media/EnoCXgPWMAAMwKe.jpg,https://twitter.com/twitter/statuses/1331379303385337856
66,1331378480114765827,"Been wanting to do this for a while. Recreating the map from Natalie Zemon Davis' The Return of Martin Guerre in #rstats as a 2d and 3d map with the terrain in which this amazing story took place.

#digitalhumanities #30DayMapChallenge #rspatial #rayshader https://t.co/AlsWhdSmaK",en,2020-11-24 23:25:40,5,16,"[{'text': 'rstats', 'indices': [113, 120]}, {'text': 'digitalhumanities', 'indices': [198, 216]}, {'text': '30DayMapChallenge', 'indices': [217, 235]}, {'text': 'rspatial', 'indices': [236, 245]}, {'text': 'rayshader', 'indices': [246, 256]}]",304837258,Jesse Sadler,vivalosburros,,671,294,http://pbs.twimg.com/media/Enn-FXXW8AEOavH.jpg,https://twitter.com/twitter/statuses/1331378480114765827
68,1331375678466502658,"#30DayMapChallenge Day 24: Elevation

Mixing Ordnance Survey Terrain 50 data and Rural Payments Agency Crop Map of England (CROME) data using Blender #b3d. Sources:
https://t.co/dmAmk9DPVY
https://t.co/vhesVLSIP4 https://t.co/DdS6PCT8Xn",en,2020-11-24 23:14:32,2,10,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'b3d', 'indices': [150, 154]}]",159574073,Michael Legg,mjlegg,,162,106,http://pbs.twimg.com/media/Enn-8lWXMAQYzhV.jpg,https://twitter.com/twitter/statuses/1331375678466502658
69,1331374966319820800,"#30DayMapChallenge
#Day_23
#Elevation 
#Guess_the_place https://t.co/mmQ2RGna5M",und,2020-11-24 23:11:42,1,1,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Day_23', 'indices': [19, 26]}, {'text': 'Elevation', 'indices': [27, 37]}, {'text': 'Guess_the_place', 'indices': [39, 55]}]",605417877,Daniel Ibáñez Campos,dic1991,Barcelona,62,584,http://pbs.twimg.com/media/Enn-donWMA43Glv.jpg,https://twitter.com/twitter/statuses/1331374966319820800
70,1331373106825457665,Today's #30DayMapChallenge theme is elevation so I took the opportunity to finally follow @visualvariable's excellent Cartographic Pleasures tutorial on a mountain I rather like and then styled it to look like some 80s hotel art. https://t.co/kt191iMhTU,en,2020-11-24 23:04:19,1,13,"[{'text': '30DayMapChallenge', 'indices': [8, 26]}]",14913762,vicky johnson-dahl,hurricanevicky,"Washington, DC",998,858,http://pbs.twimg.com/media/Enn8k3NW4AE9k3Q.jpg,https://twitter.com/twitter/statuses/1331373106825457665
71,1331372127618994180,"Here are 5 great maps from Day 24: Elevation for #30DayMapChallenge as curated by our *new* @bcsweb Vice President Paul Naylor @cartocraftsman (Congrats!)
See our twitter thread for original authors and links

#geoshare #GISchat #council #volunteering https://t.co/WSNVnfXqvE",en,2020-11-24 23:00:25,1,9,"[{'text': '30DayMapChallenge', 'indices': [49, 67]}, {'text': 'geoshare', 'indices': [210, 219]}, {'text': 'GISchat', 'indices': [220, 228]}, {'text': 'council', 'indices': [229, 237]}, {'text': 'volunteering', 'indices': [238, 251]}]",190644064,British Cartographic Society,bcsweb,UK,3420,271,http://pbs.twimg.com/media/Enn75KrXYAEKcYv.jpg,https://twitter.com/twitter/statuses/1331372127618994180
73,1331370946666651653,"#30DayMapChallenge

24. Elevación. Ridgelines plot (""joyplot"") de Islandia.

24. Elevation. Iceland ridgelines plot (""joyplot""). https://t.co/EZsZXlyXnm",tl,2020-11-24 22:55:44,3,5,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",769592708,Valentín Sastre,valen_ibiza,IBIZA / Barcelona,331,859,http://pbs.twimg.com/media/Enn6lNHXEAQgXbM.jpg,https://twitter.com/twitter/statuses/1331370946666651653
