,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
94,1329574082476650499,"Interpolation backwards, making up population data for ""old"" municipality boarders. #30DayMapChallenge Day 19 NULL https://t.co/4HUCw34vLe",en,2020-11-19 23:55:38,1,3,"[{'text': '30DayMapChallenge', 'indices': [84, 102]}]",40151250,Tõnu Oja,tonuoja,,31,35,http://pbs.twimg.com/media/EnOYiV4XUAM5Dpt.jpg,https://t.co/4HUCw34vLe
95,1329573853413187594,"#30DayMapChallenge Day 19: NULL
A lazy entry because I've had no time: a conspicuous line of missing data in the European Settlement Map, seen here remorselessly slicing Cambridge in twain https://t.co/DIEIUsifwx",en,2020-11-19 23:54:43,1,3,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",759988092,Matthew Law,Iawmatthew,,21,48,http://pbs.twimg.com/media/EnOXfjgXMAUkoWM.png,https://t.co/DIEIUsifwx
96,1329572098533171206,"#30DayMapChallenge - Day 19: Null

In his house at R'lyeh, dead Cthulhu waits dreaming.

Sliding this one in just under the wire tonight! For “Null”, I went with H. P. Lovecraft’s “non-Euclidean” island of R’lyeh.m https://t.co/lm9wykVxEQ",en,2020-11-19 23:47:45,1,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",12620762,Mike Coats,MikeCoatsDotCom,"Inverness, Scotland",298,1186,http://pbs.twimg.com/media/EnOWxR2XYAExV8w.jpg,https://t.co/lm9wykVxEQ
97,1329571746337447940,"#30DayMapChallenge No. 19: NULL = no data. Wait, what? https://t.co/XJK0UndR3s",en,2020-11-19 23:46:21,1,2,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",281177027,Isaak,fleischkas,Wien,148,987,http://pbs.twimg.com/media/EnOWV_YXUAUnU8g.jpg,https://t.co/XJK0UndR3s
98,1329561738556084226,"#30DayMapChallenge Today is NULL and as everyone knows NoData (or NULL values) are important inputs and out puts in some models. Here NULL values used barrier inputs in remoteness modelling, and NULL outputs in visibility analyses. https://t.co/g2n6JAyLU0",en,2020-11-19 23:06:35,1,8,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",734297005846081536,Steve Carver,LandEthics,"Yorkshire, England",2049,444,http://pbs.twimg.com/media/EnONT_DW8AEokE8.jpg,https://t.co/g2n6JAyLU0
100,1329558068699381760,"#30DayMapChallenge Day 19 Null. I used the tower dataset again (310+k points) and counted how many null values there were for each sample point. Only 64k samples had missing values (21%). Most had less than 3 null values, a few had more. Kind of a spatial sparkmap? https://t.co/2Bz6IErD50",en,2020-11-19 22:52:00,1,6,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",2719547953,Jesse Pisel,geologyjesse,,600,471,http://pbs.twimg.com/media/EnNY2hiXcAEeVhC.jpg,https://t.co/2Bz6IErD50
101,1329557056941142016,"#30daymapchallenge￼ here’s our fav maps from Day 19: NULL - check out our thread below for all the original posts and authors.

Thank you to @helenmakesmaps from @Steer_Group who guest edited our list today proving there’s always something to map even when you think there isn’t https://t.co/uvPLgqJ5B6",en,2020-11-19 22:47:59,1,4,"[{'text': '30daymapchallenge', 'indices': [0, 18]}]",190644064,British Cartographic Society,bcsweb,UK,3398,270,http://pbs.twimg.com/media/EnOJGK9WEAAxIPd.jpg,https://t.co/uvPLgqJ5B6
102,1329554428173705217,"The lost village of Terreglestown, Dumfries and Galloway
""The Provost of Maxwelltown says that he heard his grandfather say he remembered the day that King George II was proclaimed at the market cross in this village.""
#30DayMapChallenge #Day19 #NULL #GIMP #LIDAR plas[dot]io https://t.co/YDlm5uiIcx",en,2020-11-19 22:37:32,3,8,"[{'text': '30DayMapChallenge', 'indices': [219, 237]}, {'text': 'Day19', 'indices': [238, 244]}, {'text': 'NULL', 'indices': [245, 250]}, {'text': 'GIMP', 'indices': [251, 256]}, {'text': 'LIDAR', 'indices': [257, 263]}]",1081900377853829120,D&G place-names,dgplacenames,,586,301,http://pbs.twimg.com/media/EnOEyZzW8AAVhsG.jpg,https://t.co/YDlm5uiIcx
103,1329554169011843073,"#30DayMapChallenge Día 19: Nulo. Comunas de Chile en donde no hay internet fija.

Aproveché de programar este Chile en tercios que es una buena alternativa para visualizar los detalles y no hacer una figura demasiado angosta🐛

#RStats #rspatial 

Código: https://t.co/rI8Rn71O67 https://t.co/kIxu11RkeP",es,2020-11-19 22:36:30,3,8,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'RStats', 'indices': [227, 234]}, {'text': 'rspatial', 'indices': [235, 244]}]",30381129,Steph Orellana Bello,sporella,Chile,324,201,http://pbs.twimg.com/media/EnOGZx9XEAIzDC9.png,https://t.co/rI8Rn71O67
105,1329551395582783490,Day 19 NULL #30DayMapChallenge the #nullisland of the dutch rijksdriehoekstelsel is this field south east of #Paris #QGIS https://t.co/73z7lU4o2o,en,2020-11-19 22:25:29,1,3,"[{'text': '30DayMapChallenge', 'indices': [12, 30]}, {'text': 'nullisland', 'indices': [35, 46]}, {'text': 'Paris', 'indices': [109, 115]}, {'text': 'QGIS', 'indices': [116, 121]}]",261631571,Leo,hendrikxleo,Nederland,65,254,http://pbs.twimg.com/media/EnOD3hcWEAIr4QD.jpg,https://t.co/73z7lU4o2o
106,1329550873492590593,"Day 19 of #30DayMapChallenge - NULL
A World map made of zeros. Tools: R + jp2a. https://t.co/in1MfbuxKs",en,2020-11-19 22:23:24,2,14,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}]",2593554955,Kapazitätsdiode,varaktor,,30,181,http://pbs.twimg.com/media/EnODaTkXYAMbU8g.jpg,https://t.co/in1MfbuxKs
107,1329547499015532545,"Day 20 of #30DayMapChallenge: Population

Nobody Lives Here - unhabited areas of #NZ (from the archives)

While sometimes used to justify particular viewpoints on immigration and land use planning, it doesn't give the full picture of our terrain, urban density or land activities. https://t.co/NLOE2sdfBs",en,2020-11-19 22:10:00,8,20,"[{'text': '30DayMapChallenge', 'indices': [10, 28]}, {'text': 'NZ', 'indices': [81, 84]}]",93839237,Andrew DC,andrewdc_nz,"Christchurch City, New Zealand",593,167,http://pbs.twimg.com/media/EnGLYcxVgAI6KnR.jpg,https://t.co/NLOE2sdfBs
108,1329545001311891458,"Another day, another map in the #30DayMapChallenge. Null is the theme of the day. Instead of posting a blank map, I decided to keep going with the Danish maps. 
I've created a map of Sejerø, the Danish version of Null Island. https://t.co/P5Ov1s0B0i",en,2020-11-19 22:00:04,1,3,"[{'text': '30DayMapChallenge', 'indices': [32, 50]}]",283952850,Nikolaj G,Nikolaj_gr,Copenhagen,68,304,http://pbs.twimg.com/media/EnN-Ge7XEAA2lpI.jpg,https://t.co/P5Ov1s0B0i
109,1329544200770215940,"I have missed the #30DayMapChallenge so far. But something for Day 19 - missing data. Settlements in Estonia with no bus stop. Data: GTFS, Land Board https://t.co/VDxmZ59joT",en,2020-11-19 21:56:53,2,9,"[{'text': '30DayMapChallenge', 'indices': [18, 36]}]",920184584846835712,Janika Raun,janika_raun,"Tartu, Eesti",136,179,http://pbs.twimg.com/media/EnN82MkW4AAug3X.jpg,https://t.co/VDxmZ59joT
110,1329541138127196164,"When you get a good idea for the #30DayMapChallenge and only have 30 minutes to spare before supper...a 'null' effort map.

(Basemap style and source: Global Biodiversity Information Facility) https://t.co/uWpX6njHZt",en,2020-11-19 21:44:43,1,3,"[{'text': '30DayMapChallenge', 'indices': [33, 51]}]",960887786856427520,Ronald Halliday 🇨🇦 🇧🇷,ron_halliday,"São Paulo, Brazil",372,272,http://pbs.twimg.com/media/EnN5P3oXMAM7fgS.jpg,https://t.co/uWpX6njHZt
