,tweet_id,tweet_text,language,tweet_created_at,retweet,favorite,hashtags,user_id,user_name,user,user_loc,user_follower,friends_count,media,tweet_url
59,1333557619693391873,"#30DayMapChallenge A map , #Chine  #afrique  1077 engagements de prêts d'une valeur de 148 milliards de dollars US entre 2000 et 2018. Source: Johns Hopkins SAIS China-Africa Research Initiative© https://t.co/HiaFCKpPRB",fr,2020-11-30 23:44:47,2,3,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Chine', 'indices': [27, 33]}, {'text': 'afrique', 'indices': [35, 43]}]",2493409233,Africa & Geomatique,geocarta,,308,173,http://pbs.twimg.com/media/EoG_ieAXYAAl9YM.jpg,https://twitter.com/twitter/statuses/1333557619693391873
61,1333554584539815936,"#30DayMapChallenge Day 30: A Map

Missing Glasgow extra hard today, since I last arrived there for graduation a year ago today. Remembering some of my most frequented stops - campus, whisky tastings, dissertation writing at Tinderbox, and D&amp;D at a friend's flat - for today's map. https://t.co/gajhW90dUA",en,2020-11-30 23:32:43,1,1,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}]",579246246,Cas,cas_maps,,195,1050,http://pbs.twimg.com/media/EoG8KqXWMAANluU.jpg,https://twitter.com/twitter/statuses/1333554584539815936
62,1333554399847870470,"Day 30 (A Map) of #30DayMapChallenge 

Orienteering map, generated by a program made of @RouteGadget from laser scanned point cloud, added some vector data. #Grövelsjön #Sweden https://t.co/JXBoI3HeL9",en,2020-11-30 23:31:59,1,4,"[{'text': '30DayMapChallenge', 'indices': [18, 36]}, {'text': 'Grövelsjön', 'indices': [157, 168]}, {'text': 'Sweden', 'indices': [169, 176]}]",143843229,ABC,zerbembasqwibo,,195,77,http://pbs.twimg.com/media/EoG8bxKXEAAls-M.png,https://twitter.com/twitter/statuses/1333554399847870470
63,1333550070701154304,"#Crimea | #Qırım | #Крим 🇺🇦
The map labels the names of settlements in the #Crimean Tatar language, the language of indigenous people of Crimea.
#30DayMapChallenge Day 30: A #map 🗺✍👷 'gontsa'
#QGIS, STRM, Natural Earth Data, #OpenStreetMap contributors https://t.co/L4Kq6dtS04 https://t.co/29H1ZTgEYU",en,2020-11-30 23:14:47,0,1,"[{'text': 'Crimea', 'indices': [0, 7]}, {'text': 'Qırım', 'indices': [10, 16]}, {'text': 'Крим', 'indices': [19, 24]}, {'text': 'Crimean', 'indices': [75, 83]}, {'text': '30DayMapChallenge', 'indices': [145, 163]}, {'text': 'map', 'indices': [174, 178]}, {'text': 'QGIS', 'indices': [192, 197]}, {'text': 'OpenStreetMap', 'indices': [225, 239]}]",921409205080412161,app4soft 🦖☄,app4soft,,195,0,http://pbs.twimg.com/media/EoG3YVPWEAIo1Cn.jpg,https://twitter.com/twitter/statuses/1333550070701154304
64,1333542456462340100,"School map of Portugal (6th edition from 1962). I added the elevation from SRTM30m. 
For the last day of the #30DayMapChallenge. Unfortunately I couldn't participate with a map every day... next year :) https://t.co/vJiDClM54G",en,2020-11-30 22:44:32,2,20,"[{'text': '30DayMapChallenge', 'indices': [109, 127]}]",1125320137853341696,PedroTarroso,ptarroso,,144,80,http://pbs.twimg.com/media/EoGwQtjW4AA3gJD.jpg,https://twitter.com/twitter/statuses/1333542456462340100
65,1333541876784394242,Made some for #craftography  #30DayMapChallenge https://t.co/BzskJbS7lg,en,2020-11-30 22:42:14,2,4,"[{'text': 'craftography', 'indices': [14, 27]}, {'text': '30DayMapChallenge', 'indices': [29, 47]}]",853862934233141248,Captain Alice,MiniMapMakers,"Bedford, England",1515,3877,http://pbs.twimg.com/media/EoGxRINW8AM8L8Y.jpg,https://twitter.com/twitter/statuses/1333541876784394242
67,1333534112142020608,"#30DayMapChallenge - skyview factor visualization of #Bonn using the new #OpenData set ""nDOM50"" provided by https://t.co/A3dpIB4dyd (https://t.co/vrynalCMOF) #grassgis #osgeo #Beethoven https://t.co/Oh9emO8wEa",en,2020-11-30 22:11:22,2,10,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'Bonn', 'indices': [53, 58]}, {'text': 'OpenData', 'indices': [73, 82]}, {'text': 'grassgis', 'indices': [158, 167]}, {'text': 'osgeo', 'indices': [168, 174]}, {'text': 'Beethoven', 'indices': [175, 185]}]",4097264117,Mundialis GmbH & Co.,MundialisInfo,"Bonn, Germany",534,178,http://pbs.twimg.com/media/EoGpe7AXYAEdEo7.png,https://twitter.com/twitter/statuses/1333534112142020608
68,1333533559143993344,"Cartograma de casos acumulados por COVID19 
#30DayMapChallenge 2020
Día 30: Un mapa

Porfin después de un lago mes terminamos el reto y para mi sorpresa hice todos🙀 gracias a mis compañeros de trabajo que me ayudaron en algunas cosas.🌐
Nos vemos el próximo año 🙋🏻‍♀️🌸 https://t.co/yzwujWJlwl",es,2020-11-30 22:09:11,2,1,"[{'text': '30DayMapChallenge', 'indices': [44, 62]}]",890753654822588417,Yaireth Ortiz,Yaireth_Ortiz,,13,352,http://pbs.twimg.com/media/EoGptEWW8AAnf7s.jpg,https://twitter.com/twitter/statuses/1333533559143993344
69,1333532954191073282,"Day 30 (A Map) of #30DayMapChallenge 

One of our favourite #Basemap from the @Esri's #AGOL platform.

We had fun and learned quite a lot from all the amazing content we featured.
Looking forward to making our original entries next year. 💜

#NovemberMapChallenge 
#theGISgirl https://t.co/BYPtjWCvXm",en,2020-11-30 22:06:46,1,0,"[{'text': '30DayMapChallenge', 'indices': [18, 36]}, {'text': 'Basemap', 'indices': [60, 68]}, {'text': 'AGOL', 'indices': [86, 91]}, {'text': 'NovemberMapChallenge', 'indices': [241, 262]}, {'text': 'theGISgirl', 'indices': [264, 275]}]",1269335161335959552,the GIS girl,TheGISGirl,,60,117,http://pbs.twimg.com/media/EoGpJ2nXEAASyuD.jpg,https://twitter.com/twitter/statuses/1333532954191073282
70,1333531738073657347,"Porcentaje de población en Jalisco 
#30DayMapChallenge 2020
Día 30: Un mapa https://t.co/Dad9nnD1ZG",es,2020-11-30 22:01:56,1,0,"[{'text': '30DayMapChallenge', 'indices': [36, 54]}]",890753654822588417,Yaireth Ortiz,Yaireth_Ortiz,,13,352,http://pbs.twimg.com/media/EoGoDAtW8AASdtP.jpg,https://twitter.com/twitter/statuses/1333531738073657347
71,1333531522004000769,Here we go for the final No. of the #30DayMapChallenge: A map. A map showing the extent (more or less) of the 29 maps I made for this challenge (&amp; its rather eurocentric). It was great to see so many maps from so many people from around the world – awesome idea @tjukanov! https://t.co/IvUbqpdmsd,en,2020-11-30 22:01:05,1,6,"[{'text': '30DayMapChallenge', 'indices': [36, 54]}]",281177027,Isaak,fleischkas,Wien,165,1009,http://pbs.twimg.com/media/EoGnt66XcAAMTlX.jpg,https://twitter.com/twitter/statuses/1333531522004000769
75,1333529677227503622,#Day26 &amp; #Day30 I learned (finally) to use #Blender during the #30DayMapChallenge  and this is my entry for the new tool day and at the same time it is a map. Thank you @tjukanov for organising the challenge and thank you @pinakographos for an easy to follow tutorial! #krita https://t.co/lSwS3nwExb,en,2020-11-30 21:53:45,2,21,"[{'text': 'Day26', 'indices': [0, 6]}, {'text': 'Day30', 'indices': [13, 19]}, {'text': 'Blender', 'indices': [47, 55]}, {'text': '30DayMapChallenge', 'indices': [67, 85]}, {'text': 'krita', 'indices': [273, 279]}]",1466897384,Matti Kokkonen,MattiJKokkonen,,199,287,http://pbs.twimg.com/tweet_video_thumb/EoGmIcEW4AAMqxO.jpg,https://twitter.com/twitter/statuses/1333529677227503622
76,1333529517382578177,"#30DayMapChallenge day 30 A Map. It's St Andrew's Day 🏴󠁧󠁢󠁳󠁣󠁴󠁿 , so here's a model of Scotland. SVG output from #qgis into #blender #b3d. Nautral Earth 10m data. https://t.co/7jIL93Lpja",en,2020-11-30 21:53:07,2,24,"[{'text': '30DayMapChallenge', 'indices': [0, 18]}, {'text': 'qgis', 'indices': [111, 116]}, {'text': 'blender', 'indices': [122, 130]}, {'text': 'b3d', 'indices': [131, 135]}]",363276700,Steven Kay,stevefaeembra,Edinburgh,897,343,http://pbs.twimg.com/media/EoGlnK8W4AM8F9r.jpg,https://twitter.com/twitter/statuses/1333529517382578177
